code_maitre,cle,classe,sous_classe,code_atih,libelle
M70.25,M7025,ATIH s'arrête à un niveau supérieur,préfixe ATIH M702 (type MCO 0),M702,"Bursite olécrânienne - "" Région pelvienne et cuisse """
M70.26,M7026,ATIH s'arrête à un niveau supérieur,préfixe ATIH M702 (type MCO 0),M702,"Bursite olécrânienne - "" Jambe """
M70.27,M7027,ATIH s'arrête à un niveau supérieur,préfixe ATIH M702 (type MCO 0),M702,"Bursite olécrânienne - "" Cheville et pied """
M70.28,M7028,ATIH s'arrête à un niveau supérieur,préfixe ATIH M702 (type MCO 0),M702,"Bursite olécrânienne - "" Autres """
M70.29,M7029,ATIH s'arrête à un niveau supérieur,préfixe ATIH M702 (type MCO 0),M702,"Bursite olécrânienne - "" Siège non précisé """
M70.30,M7030,connu de l'ATIH,type MCO 3 — interdit en MCO,M7030,"Autres bursites du coude - "" Sièges multiples """
M70.31,M7031,ATIH s'arrête à un niveau supérieur,préfixe ATIH M703 (type MCO 0),M703,"Autres bursites du coude - "" Région scapulaire """
M70.32,M7032,connu de l'ATIH,type MCO 0,M7032,"Autres bursites du coude - "" Bras """
M70.33,M7033,ATIH s'arrête à un niveau supérieur,préfixe ATIH M703 (type MCO 0),M703,"Autres bursites du coude - "" Avant-bras """
M70.34,M7034,ATIH s'arrête à un niveau supérieur,préfixe ATIH M703 (type MCO 0),M703,"Autres bursites du coude - "" Main """
M70.35,M7035,ATIH s'arrête à un niveau supérieur,préfixe ATIH M703 (type MCO 0),M703,"Autres bursites du coude - "" Région pelvienne et cuisse """
M70.36,M7036,ATIH s'arrête à un niveau supérieur,préfixe ATIH M703 (type MCO 0),M703,"Autres bursites du coude - "" Jambe """
M70.37,M7037,ATIH s'arrête à un niveau supérieur,préfixe ATIH M703 (type MCO 0),M703,"Autres bursites du coude - "" Cheville et pied """
M70.38,M7038,ATIH s'arrête à un niveau supérieur,préfixe ATIH M703 (type MCO 0),M703,"Autres bursites du coude - "" Autres """
M70.39,M7039,ATIH s'arrête à un niveau supérieur,préfixe ATIH M703 (type MCO 0),M703,"Autres bursites du coude - "" Siège non précisé """
M70.40,M7040,connu de l'ATIH,type MCO 3 — interdit en MCO,M7040,"Bursite prépatellaire - "" Sièges multiples """
M70.41,M7041,ATIH s'arrête à un niveau supérieur,préfixe ATIH M704 (type MCO 0),M704,"Bursite prépatellaire - "" Région scapulaire """
M70.42,M7042,ATIH s'arrête à un niveau supérieur,préfixe ATIH M704 (type MCO 0),M704,"Bursite prépatellaire - "" Bras """
M70.43,M7043,ATIH s'arrête à un niveau supérieur,préfixe ATIH M704 (type MCO 0),M704,"Bursite prépatellaire - "" Avant-bras """
M70.44,M7044,ATIH s'arrête à un niveau supérieur,préfixe ATIH M704 (type MCO 0),M704,"Bursite prépatellaire - "" Main """
M70.45,M7045,ATIH s'arrête à un niveau supérieur,préfixe ATIH M704 (type MCO 0),M704,"Bursite prépatellaire - "" Région pelvienne et cuisse """
M70.46,M7046,connu de l'ATIH,type MCO 0,M7046,"Bursite prépatellaire - "" Jambe """
M70.47,M7047,ATIH s'arrête à un niveau supérieur,préfixe ATIH M704 (type MCO 0),M704,"Bursite prépatellaire - "" Cheville et pied """
M70.48,M7048,ATIH s'arrête à un niveau supérieur,préfixe ATIH M704 (type MCO 0),M704,"Bursite prépatellaire - "" Autres """
M70.49,M7049,ATIH s'arrête à un niveau supérieur,préfixe ATIH M704 (type MCO 0),M704,"Bursite prépatellaire - "" Siège non précisé """
M70.50,M7050,connu de l'ATIH,type MCO 3 — interdit en MCO,M7050,"Autres bursites du genou - "" Sièges multiples """
M70.51,M7051,ATIH s'arrête à un niveau supérieur,préfixe ATIH M705 (type MCO 0),M705,"Autres bursites du genou - "" Région scapulaire """
M70.52,M7052,ATIH s'arrête à un niveau supérieur,préfixe ATIH M705 (type MCO 0),M705,"Autres bursites du genou - "" Bras """
M70.53,M7053,ATIH s'arrête à un niveau supérieur,préfixe ATIH M705 (type MCO 0),M705,"Autres bursites du genou - "" Avant-bras """
M70.54,M7054,ATIH s'arrête à un niveau supérieur,préfixe ATIH M705 (type MCO 0),M705,"Autres bursites du genou - "" Main """
M70.55,M7055,ATIH s'arrête à un niveau supérieur,préfixe ATIH M705 (type MCO 0),M705,"Autres bursites du genou - "" Région pelvienne et cuisse """
M70.56,M7056,connu de l'ATIH,type MCO 0,M7056,"Autres bursites du genou - "" Jambe """
M70.57,M7057,ATIH s'arrête à un niveau supérieur,préfixe ATIH M705 (type MCO 0),M705,"Autres bursites du genou - "" Cheville et pied """
M70.58,M7058,ATIH s'arrête à un niveau supérieur,préfixe ATIH M705 (type MCO 0),M705,"Autres bursites du genou - "" Autres """
M70.59,M7059,ATIH s'arrête à un niveau supérieur,préfixe ATIH M705 (type MCO 0),M705,"Autres bursites du genou - "" Siège non précisé """
M70.60,M7060,connu de l'ATIH,type MCO 3 — interdit en MCO,M7060,"Bursite trochantérienne - "" Sièges multiples """
M70.61,M7061,ATIH s'arrête à un niveau supérieur,préfixe ATIH M706 (type MCO 0),M706,"Bursite trochantérienne - "" Région scapulaire """
M70.62,M7062,ATIH s'arrête à un niveau supérieur,préfixe ATIH M706 (type MCO 0),M706,"Bursite trochantérienne - "" Bras """
M70.63,M7063,ATIH s'arrête à un niveau supérieur,préfixe ATIH M706 (type MCO 0),M706,"Bursite trochantérienne - "" Avant-bras """
M70.64,M7064,ATIH s'arrête à un niveau supérieur,préfixe ATIH M706 (type MCO 0),M706,"Bursite trochantérienne - "" Main """
M70.65,M7065,connu de l'ATIH,type MCO 0,M7065,"Bursite trochantérienne - "" Région pelvienne et cuisse """
M70.66,M7066,ATIH s'arrête à un niveau supérieur,préfixe ATIH M706 (type MCO 0),M706,"Bursite trochantérienne - "" Jambe """
M70.67,M7067,ATIH s'arrête à un niveau supérieur,préfixe ATIH M706 (type MCO 0),M706,"Bursite trochantérienne - "" Cheville et pied """
M70.68,M7068,ATIH s'arrête à un niveau supérieur,préfixe ATIH M706 (type MCO 0),M706,"Bursite trochantérienne - "" Autres """
M70.69,M7069,ATIH s'arrête à un niveau supérieur,préfixe ATIH M706 (type MCO 0),M706,"Bursite trochantérienne - "" Siège non précisé """
M70.70,M7070,connu de l'ATIH,type MCO 3 — interdit en MCO,M7070,"Autres bursites de la hanche - "" Sièges multiples """
M70.71,M7071,ATIH s'arrête à un niveau supérieur,préfixe ATIH M707 (type MCO 0),M707,"Autres bursites de la hanche - "" Région scapulaire """
M70.72,M7072,ATIH s'arrête à un niveau supérieur,préfixe ATIH M707 (type MCO 0),M707,"Autres bursites de la hanche - "" Bras """
M70.73,M7073,ATIH s'arrête à un niveau supérieur,préfixe ATIH M707 (type MCO 0),M707,"Autres bursites de la hanche - "" Avant-bras """
M70.74,M7074,ATIH s'arrête à un niveau supérieur,préfixe ATIH M707 (type MCO 0),M707,"Autres bursites de la hanche - "" Main """
M70.75,M7075,connu de l'ATIH,type MCO 0,M7075,"Autres bursites de la hanche - "" Région pelvienne et cuisse """
M70.76,M7076,ATIH s'arrête à un niveau supérieur,préfixe ATIH M707 (type MCO 0),M707,"Autres bursites de la hanche - "" Jambe """
M70.77,M7077,ATIH s'arrête à un niveau supérieur,préfixe ATIH M707 (type MCO 0),M707,"Autres bursites de la hanche - "" Cheville et pied """
M70.78,M7078,ATIH s'arrête à un niveau supérieur,préfixe ATIH M707 (type MCO 0),M707,"Autres bursites de la hanche - "" Autres """
M70.79,M7079,ATIH s'arrête à un niveau supérieur,préfixe ATIH M707 (type MCO 0),M707,"Autres bursites de la hanche - "" Siège non précisé """
M70.80,M7080,connu de l'ATIH,type MCO 0,M7080,"Autres affections des tissus mous par sollicitation excessive - "" Sièges multiples """
M70.81,M7081,ATIH s'arrête à un niveau supérieur,préfixe ATIH M708 (type MCO 0),M708,"Autres affections des tissus mous par sollicitation excessive - "" Région scapulaire """
M70.82,M7082,ATIH s'arrête à un niveau supérieur,préfixe ATIH M708 (type MCO 0),M708,"Autres affections des tissus mous par sollicitation excessive - "" Bras """
M70.83,M7083,connu de l'ATIH,type MCO 0,M7083,"Autres affections des tissus mous par sollicitation excessive - "" Avant-bras """
M70.84,M7084,ATIH s'arrête à un niveau supérieur,préfixe ATIH M708 (type MCO 0),M708,"Autres affections des tissus mous par sollicitation excessive - "" Main """
M70.85,M7085,ATIH s'arrête à un niveau supérieur,préfixe ATIH M708 (type MCO 0),M708,"Autres affections des tissus mous par sollicitation excessive - "" Région pelvienne et cuisse """
M70.86,M7086,ATIH s'arrête à un niveau supérieur,préfixe ATIH M708 (type MCO 0),M708,"Autres affections des tissus mous par sollicitation excessive - "" Jambe """
M70.87,M7087,connu de l'ATIH,type MCO 0,M7087,"Autres affections des tissus mous par sollicitation excessive - "" Cheville et pied """
M70.88,M7088,connu de l'ATIH,type MCO 0,M7088,"Autres affections des tissus mous par sollicitation excessive - "" Autres """
M70.89,M7089,connu de l'ATIH,type MCO 0,M7089,"Autres affections des tissus mous par sollicitation excessive - "" Siège non précisé """
M70.90,M7090,connu de l'ATIH,type MCO 0,M7090,"Affection des tissus mous par sollicitation excessive, sans  précision - "" Sièges multiples """
M70.91,M7091,connu de l'ATIH,type MCO 3 — interdit en MCO,M7091,"Affection des tissus mous par sollicitation excessive, sans  précision - "" Région scapulaire """
M70.92,M7092,connu de l'ATIH,type MCO 0,M7092,"Affection des tissus mous par sollicitation excessive, sans  précision - "" Bras """
M70.93,M7093,connu de l'ATIH,type MCO 0,M7093,"Affection des tissus mous par sollicitation excessive, sans  précision - "" Avant-bras """
M70.94,M7094,connu de l'ATIH,type MCO 0,M7094,"Affection des tissus mous par sollicitation excessive, sans  précision - "" Main """
M70.95,M7095,connu de l'ATIH,type MCO 0,M7095,"Affection des tissus mous par sollicitation excessive, sans  précision - "" Région pelvienne et cuisse """
M70.96,M7096,connu de l'ATIH,type MCO 0,M7096,"Affection des tissus mous par sollicitation excessive, sans  précision - "" Jambe """
M70.97,M7097,connu de l'ATIH,type MCO 0,M7097,"Affection des tissus mous par sollicitation excessive, sans  précision - "" Cheville et pied """
M70.98,M7098,connu de l'ATIH,type MCO 0,M7098,"Affection des tissus mous par sollicitation excessive, sans  précision - "" Autres """
M70.99,M7099,connu de l'ATIH,type MCO 0,M7099,"Affection des tissus mous par sollicitation excessive, sans  précision - "" Siège non précisé """
M71.00,M7100,connu de l'ATIH,type MCO 0,M7100,"Abcès des bourses séreuses - "" Sièges multiples """
M71.01,M7101,connu de l'ATIH,type MCO 0,M7101,"Abcès des bourses séreuses - "" Région scapulaire """
M71.02,M7102,connu de l'ATIH,type MCO 0,M7102,"Abcès des bourses séreuses - "" Bras """
M71.03,M7103,connu de l'ATIH,type MCO 0,M7103,"Abcès des bourses séreuses - "" Avant-bras """
M71.04,M7104,connu de l'ATIH,type MCO 0,M7104,"Abcès des bourses séreuses - "" Main """
M71.05,M7105,connu de l'ATIH,type MCO 0,M7105,"Abcès des bourses séreuses - "" Région pelvienne et cuisse """
M71.06,M7106,connu de l'ATIH,type MCO 0,M7106,"Abcès des bourses séreuses - "" Jambe """
M71.07,M7107,connu de l'ATIH,type MCO 0,M7107,"Abcès des bourses séreuses - "" Cheville et pied """
M71.08,M7108,connu de l'ATIH,type MCO 0,M7108,"Abcès des bourses séreuses - "" Autres """
M71.09,M7109,connu de l'ATIH,type MCO 0,M7109,"Abcès des bourses séreuses - "" Siège non précisé """
M71.10,M7110,connu de l'ATIH,type MCO 0,M7110,"Autres bursites infectieuses - "" Sièges multiples """
M71.11,M7111,connu de l'ATIH,type MCO 0,M7111,"Autres bursites infectieuses - "" Région scapulaire """
M71.12,M7112,connu de l'ATIH,type MCO 0,M7112,"Autres bursites infectieuses - "" Bras """
M71.13,M7113,connu de l'ATIH,type MCO 0,M7113,"Autres bursites infectieuses - "" Avant-bras """
M71.14,M7114,connu de l'ATIH,type MCO 0,M7114,"Autres bursites infectieuses - "" Main """
M71.15,M7115,connu de l'ATIH,type MCO 0,M7115,"Autres bursites infectieuses - "" Région pelvienne et cuisse """
M71.16,M7116,connu de l'ATIH,type MCO 0,M7116,"Autres bursites infectieuses - "" Jambe """
M71.17,M7117,connu de l'ATIH,type MCO 0,M7117,"Autres bursites infectieuses - "" Cheville et pied """
M71.18,M7118,connu de l'ATIH,type MCO 0,M7118,"Autres bursites infectieuses - "" Autres """
M71.19,M7119,connu de l'ATIH,type MCO 0,M7119,"Autres bursites infectieuses - "" Siège non précisé """
M71.20,M7120,connu de l'ATIH,type MCO 3 — interdit en MCO,M7120,"Kyste synovial poplité [Baker] - "" Sièges multiples """
M71.21,M7121,ATIH s'arrête à un niveau supérieur,préfixe ATIH M712 (type MCO 0),M712,"Kyste synovial poplité [Baker] - "" Région scapulaire """
M71.22,M7122,ATIH s'arrête à un niveau supérieur,préfixe ATIH M712 (type MCO 0),M712,"Kyste synovial poplité [Baker] - "" Bras """
M71.23,M7123,ATIH s'arrête à un niveau supérieur,préfixe ATIH M712 (type MCO 0),M712,"Kyste synovial poplité [Baker] - "" Avant-bras """
M71.24,M7124,ATIH s'arrête à un niveau supérieur,préfixe ATIH M712 (type MCO 0),M712,"Kyste synovial poplité [Baker] - "" Main """
M71.25,M7125,ATIH s'arrête à un niveau supérieur,préfixe ATIH M712 (type MCO 0),M712,"Kyste synovial poplité [Baker] - "" Région pelvienne et cuisse """
M71.26,M7126,connu de l'ATIH,type MCO 0,M7126,"Kyste synovial poplité [Baker] - "" Jambe """
M71.27,M7127,ATIH s'arrête à un niveau supérieur,préfixe ATIH M712 (type MCO 0),M712,"Kyste synovial poplité [Baker] - "" Cheville et pied """
M71.28,M7128,ATIH s'arrête à un niveau supérieur,préfixe ATIH M712 (type MCO 0),M712,"Kyste synovial poplité [Baker] - "" Autres """
M71.29,M7129,ATIH s'arrête à un niveau supérieur,préfixe ATIH M712 (type MCO 0),M712,"Kyste synovial poplité [Baker] - "" Siège non précisé """
M71.30,M7130,connu de l'ATIH,type MCO 0,M7130,"Autres kystes des bourses séreuses - "" Sièges multiples """
M71.31,M7131,connu de l'ATIH,type MCO 0,M7131,"Autres kystes des bourses séreuses - "" Région scapulaire """
M71.32,M7132,connu de l'ATIH,type MCO 0,M7132,"Autres kystes des bourses séreuses - "" Bras """
M71.33,M7133,connu de l'ATIH,type MCO 0,M7133,"Autres kystes des bourses séreuses - "" Avant-bras """
M71.34,M7134,connu de l'ATIH,type MCO 0,M7134,"Autres kystes des bourses séreuses - "" Main """
M71.35,M7135,connu de l'ATIH,type MCO 0,M7135,"Autres kystes des bourses séreuses - "" Région pelvienne et cuisse """
M71.36,M7136,ATIH s'arrête à un niveau supérieur,préfixe ATIH M713 (type MCO 0),M713,"Autres kystes des bourses séreuses - "" Jambe """
M71.37,M7137,connu de l'ATIH,type MCO 0,M7137,"Autres kystes des bourses séreuses - "" Cheville et pied """
M71.38,M7138,connu de l'ATIH,type MCO 0,M7138,"Autres kystes des bourses séreuses - "" Autres """
M71.39,M7139,connu de l'ATIH,type MCO 0,M7139,"Autres kystes des bourses séreuses - "" Siège non précisé """
M71.40,M7140,connu de l'ATIH,type MCO 0,M7140,"Dépôts calciques dans une bourse séreuse - "" Sièges multiples """
M71.41,M7141,ATIH s'arrête à un niveau supérieur,préfixe ATIH M714 (type MCO 0),M714,"Dépôts calciques dans une bourse séreuse - "" Région scapulaire """
M71.42,M7142,connu de l'ATIH,type MCO 0,M7142,"Dépôts calciques dans une bourse séreuse - "" Bras """
M71.43,M7143,connu de l'ATIH,type MCO 0,M7143,"Dépôts calciques dans une bourse séreuse - "" Avant-bras """
M71.44,M7144,connu de l'ATIH,type MCO 0,M7144,"Dépôts calciques dans une bourse séreuse - "" Main """
M71.45,M7145,connu de l'ATIH,type MCO 0,M7145,"Dépôts calciques dans une bourse séreuse - "" Région pelvienne et cuisse """
M71.46,M7146,connu de l'ATIH,type MCO 0,M7146,"Dépôts calciques dans une bourse séreuse - "" Jambe """
M71.47,M7147,connu de l'ATIH,type MCO 0,M7147,"Dépôts calciques dans une bourse séreuse - "" Cheville et pied """
M71.48,M7148,connu de l'ATIH,type MCO 0,M7148,"Dépôts calciques dans une bourse séreuse - "" Autres """
M71.49,M7149,connu de l'ATIH,type MCO 0,M7149,"Dépôts calciques dans une bourse séreuse - "" Siège non précisé """
M71.50,M7150,connu de l'ATIH,type MCO 0,M7150,"Autres bursites, non classées ailleurs - "" Sièges multiples """
M71.51,M7151,ATIH s'arrête à un niveau supérieur,préfixe ATIH M715 (type MCO 0),M715,"Autres bursites, non classées ailleurs - "" Région scapulaire """
M71.52,M7152,connu de l'ATIH,type MCO 0,M7152,"Autres bursites, non classées ailleurs - "" Bras """
M71.53,M7153,connu de l'ATIH,type MCO 0,M7153,"Autres bursites, non classées ailleurs - "" Avant-bras """
M71.54,M7154,connu de l'ATIH,type MCO 0,M7154,"Autres bursites, non classées ailleurs - "" Main """
M71.55,M7155,connu de l'ATIH,type MCO 0,M7155,"Autres bursites, non classées ailleurs - "" Région pelvienne et cuisse """
M71.56,M7156,connu de l'ATIH,type MCO 0,M7156,"Autres bursites, non classées ailleurs - "" Jambe """
M71.57,M7157,connu de l'ATIH,type MCO 0,M7157,"Autres bursites, non classées ailleurs - "" Cheville et pied """
M71.58,M7158,connu de l'ATIH,type MCO 0,M7158,"Autres bursites, non classées ailleurs - "" Autres """
M71.59,M7159,connu de l'ATIH,type MCO 0,M7159,"Autres bursites, non classées ailleurs - "" Siège non précisé """
M71.80,M7180,connu de l'ATIH,type MCO 0,M7180,"Autres bursopathies précisées - "" Sièges multiples """
M71.81,M7181,ATIH s'arrête à un niveau supérieur,préfixe ATIH M718 (type MCO 0),M718,"Autres bursopathies précisées - "" Région scapulaire """
M71.82,M7182,connu de l'ATIH,type MCO 0,M7182,"Autres bursopathies précisées - "" Bras """
M71.83,M7183,connu de l'ATIH,type MCO 0,M7183,"Autres bursopathies précisées - "" Avant-bras """
M71.84,M7184,connu de l'ATIH,type MCO 0,M7184,"Autres bursopathies précisées - "" Main """
M71.85,M7185,connu de l'ATIH,type MCO 0,M7185,"Autres bursopathies précisées - "" Région pelvienne et cuisse """
M71.86,M7186,connu de l'ATIH,type MCO 0,M7186,"Autres bursopathies précisées - "" Jambe """
M71.87,M7187,connu de l'ATIH,type MCO 0,M7187,"Autres bursopathies précisées - "" Cheville et pied """
