association_id,dagger_code,dagger_label,asterisk_code,asterisk_label,combination_labels,levels_present,redundancy_level,source_lids
158,A51.4,autres formes de syphilis secondaire,N74.2,affection inflammatoire pelvienne syphilitique de la femme,affection inflammatoire pelvienne syphilitique de la femme | affection inflammatoire des organes pelviens de la femme syphilitique secondaire,"G,U",independent,"6676,12606"
159,A52.0,syphilis cardio-vasculaire,I32.0,péricardite au cours de maladies bactériennes classées ailleurs,péricardite syphilitique,"H,U",independent,"12611,16279"
160,A52.0,syphilis cardio-vasculaire,I39,endocardite et atteintes valvulaires cardiaques au cours de maladies classées ailleurs,atteinte de l'endocarde (à) (au cours de) syphilitique,H,subordinate,27027
161,A52.0,syphilis cardio-vasculaire,I39.1,atteintes de la valvule aortique au cours de maladies classées ailleurs,insuffisance aortique syphilitique,U,subordinate,12617
162,A52.0,syphilis cardio-vasculaire,I39.3,atteintes de la valvule pulmonaire au cours de maladies classées ailleurs,insuffisance pulmonaire syphilitique,U,subordinate,12609
163,A52.0,syphilis cardio-vasculaire,I39.8,"endocardite, valvule non précisée, au cours de maladies classées ailleurs",endocardite SAI syphilitique,U,subordinate,12614
164,A52.0,syphilis cardio-vasculaire,I41.0,myocardite au cours de maladies bactériennes classées ailleurs,myocardite syphilitique,"H,U",subordinate,"12613,16312"
165,A52.0,syphilis cardio-vasculaire,I68.1,artérite cérébrale au cours de maladies infectieuses et parasitaires,artérite cérébrale syphilitique | artérite cérébrale au cours de syphilis,"H,U",subordinate,"12616,16420"
166,A52.0,syphilis cardio-vasculaire,I79.0,anévrisme de l'aorte au cours de maladies classées ailleurs,anévrisme syphilitique de l'aorte,"H,U",subordinate,"12610,16454"
167,A52.0,syphilis cardio-vasculaire,I79.1,aortite au cours de maladies classées ailleurs,aortite syphilitique,"H,U",subordinate,"12615,16455"
168,A52.0,syphilis cardio-vasculaire,I98.0,syphilis cardio-vasculaire,syphilis cardio-vasculaire SAI,"H,U",subordinate,"12612,16510"
169,A52.0,syphilis cardio-vasculaire,,,syphilis cardio-vasculaire,S,none,284
170,A52.1,syphilis nerveuse symptomatique,F02.8,démence au cours d'autres maladies classées ailleurs,démence au cours de neurosyphilis,H,subordinate,14398
171,A52.1,syphilis nerveuse symptomatique,G01,méningite au cours d'affections bactériennes classées ailleurs,méningite syphilitique tardive | méningite (au cours de) neurosyphilis,"H,U",subordinate,"12622,15300"
172,A52.1,syphilis nerveuse symptomatique,G05.0,"encéphalite, myélite et encéphalomyélite au cours d'infections bactériennes classées ailleurs","encéphalite syphilitique tardive | encéphalite, myélite ou encéphalomyélite syphilitique tardive","H,U",subordinate,"12621,15328"
173,A52.1,syphilis nerveuse symptomatique,G22,syndrome parkinsonien au cours de maladies classées ailleurs,parkinsonisme syphilitique,"H,U",subordinate,"12625,15401"
174,A52.1,syphilis nerveuse symptomatique,G63.0,polynévrite au cours de maladies infectieuses et parasitaires classées ailleurs,"polynévrite syphilitique tardive | polynévrite (au cours de) syphilis, tardive","H,U",subordinate,"12626,15541"
175,A52.1,syphilis nerveuse symptomatique,H48.0,atrophie optique au cours de maladies classées ailleurs,atrophie optique syphilitique tardive | atrophie optique au cours de syphilis tardive,"H,U",subordinate,"12620,15943"
176,A52.1,syphilis nerveuse symptomatique,H48.1,névrite rétrobulbaire au cours de maladies classées ailleurs,névrite rétrobulbaire syphilitique tardive | névrite rétrobulbaire au cours de syphilis tardive,"H,U",subordinate,"12624,15946"
177,A52.1,syphilis nerveuse symptomatique,H58.0,anomalies fonctionnelles de la pupille au cours de maladies classées ailleurs,signe d'Argyll Robertson (syphilitique),H,subordinate,16015
178,A52.1,syphilis nerveuse symptomatique,H94.0,névrite acoustique au cours de maladies infectieuses et parasitaires classées ailleurs,névrite acoustique syphilitique tardive | névrite acoustique au cours de la syphilis,"H,U",subordinate,"12623,16136"
179,A52.1,syphilis nerveuse symptomatique,M14.6,arthropathie neuropathique,arthropathie de Charcot | arthropathie de Charcot ou tabétique,"H,U",subordinate,"12619,18372"
180,A52.1,syphilis nerveuse symptomatique,M49.4,spondylopathie neurologique,spondylopathie neurologique au cours de tabès,H,subordinate,19258
181,A52.7,autres formes tardives de syphilis symptomatique,H19.0,sclérite et épisclérite au cours de maladies classées ailleurs,épisclérite syphilitique tardive | épisclérite syphilitique,"H,U",subordinate,"12636,15753"
182,A52.7,autres formes tardives de syphilis symptomatique,H32.0,affections choriorétiniennes au cours de maladies infectieuses et parasitaires classées ailleurs,choriorétinite syphilitique tardive | choriorétinite (à) syphilitique tardive,"H,U",subordinate,"12641,15834"
183,A52.7,autres formes tardives de syphilis symptomatique,H58.8,autres affections précisées de l'oeil et de ses annexes au cours de maladies classées ailleurs,oculopathie NCA syphilitique tardive | oculopathie syphilitique NCA tardive,"H,U",subordinate,"12644,16019"
184,A52.7,autres formes tardives de syphilis symptomatique,J99.8,troubles respiratoires au cours d'autres maladies classées ailleurs,syphilis [stade non précisé] pulmonaire | troubles respiratoires au cours de syphilis,"H,U",subordinate,"12632,16806"
185,A52.7,autres formes tardives de syphilis symptomatique,K67.2,péritonite syphilitique,péritonite syphilitique | péritonite syphilitique tardive,"G,U",subordinate,"2165,12630"
186,A52.7,autres formes tardives de syphilis symptomatique,K77.0,atteintes hépatiques au cours de maladies infectieuses et parasitaires classées ailleurs,syphilis [stade non précisé] hépatique | syphilis hépatique,"H,U",subordinate,"12635,17330"
187,A52.7,autres formes tardives de syphilis symptomatique,L99.8,autres affections précisées de la peau et du tissu cellulaire sous-cutané au cours de maladies classées ailleurs,leucodermie syphilitique tardive | leucodermie syphilitique,"H,U",subordinate,"12638,17607"
188,A52.7,autres formes tardives de syphilis symptomatique,M63.0,myosite au cours de maladies bactériennes classées ailleurs,syphilis [stade non précisé] musculaire | myosite au cours de syphilis,"H,U",subordinate,"12634,19579"
189,A52.7,autres formes tardives de syphilis symptomatique,M68.0,synovite et ténosynovite au cours de maladies bactériennes classées ailleurs,synovite syphilitique [stade non précisé] | synovite ou ténosynovite syphilitique,"H,U",subordinate,"12637,19747"
190,A52.7,autres formes tardives de syphilis symptomatique,M73.1,bursite syphilitique,bursite syphilitique | bursite syphilitique tardive,"G,U",subordinate,"5784,12642"
191,A52.7,autres formes tardives de syphilis symptomatique,M90.2,ostéopathie au cours d'autres maladies infectieuses classées ailleurs,syphilis [stade non précisé] osseuse | ostéopathie ou ostéochondropathie syphilitique,"H,U",subordinate,"12633,20747"
192,A52.7,autres formes tardives de syphilis symptomatique,N08.0,glomérulopathie au cours de maladies infectieuses et parasitaires classées ailleurs,glomérulite syphilitique | glomérulopathie au cours de syphilis,"H,U",subordinate,"12639,21032"
193,A52.7,autres formes tardives de syphilis symptomatique,N29.0,syphilis tardive du rein,syphilis tardive du rein,G,subordinate,6522
194,A52.7,autres formes tardives de syphilis symptomatique,N74.2,affection inflammatoire pelvienne syphilitique de la femme,affection inflammatoire pelvienne syphilitique de la femme | affection inflammatoire des organes pelviens de la femme syphilitique tardive,"G,U",subordinate,"6676,12643"
195,A54.2,pelvipéritonite gonococcique et autres infections génito-urinaires gonococciques,N51.0,affections de la prostate au cours de maladies classées ailleurs,prostatite gonococcique | prostatite (à) gonococcique,"H,U",subordinate,"12658,21225"
196,A54.2,pelvipéritonite gonococcique et autres infections génito-urinaires gonococciques,N51.1,affections du testicule et de l'épididyme au cours de maladies classées ailleurs,épididymite gonococcique | orchite gonococcique,"H,U",subordinate,"12656,12657,21229,21231"
197,A54.2,pelvipéritonite gonococcique et autres infections génito-urinaires gonococciques,N74.3,affection inflammatoire pelvienne gonococcique de la femme,affection inflammatoire pelvienne gonococcique de la femme | affection inflammatoire des organes pelviens de la femme gonococcique,"G,U",subordinate,"6677,12655"
198,A54.2,pelvipéritonite gonococcique et autres infections génito-urinaires gonococciques,,,pelvipéritonite gonococcique et autres infections génito-urinaires gonococciques,S,none,297
199,A54.3,infection gonococcique de l'oeil,H13.1,conjonctivite au cours de maladies infectieuses et parasitaires classées ailleurs,conjonctivite gonococcique | conjonctivite (à) (de) gonococcique,"H,U",subordinate,"12660,15705"
200,A54.3,infection gonococcique de l'oeil,H22.0,iridocyclite au cours de maladies infectieuses et parasitaires classées ailleurs,iridocyclite gonococcique | iridocyclite au cours de infection gonococcique,"H,U",subordinate,"12661,15789"
201,A54.4,infection gonococcique du système ostéo-articulaire et des muscles,M01.3,arthrite au cours d'autres maladies bactériennes classées ailleurs,arthrite gonococcique | arthrite (au cours de) gonococcique,"H,U",subordinate,"12666,17692"
202,A54.4,infection gonococcique du système ostéo-articulaire et des muscles,M68.0,synovite et ténosynovite au cours de maladies bactériennes classées ailleurs,synovite gonococcique | ténosynovite gonococcique | synovite ou ténosynovite gonococcique,"H,U",subordinate,"12664,12665,19746"
203,A54.4,infection gonococcique du système ostéo-articulaire et des muscles,M73.0,bursite gonococcique,bursite gonococcique,"G,U",subordinate,"5783,12662"
204,A54.4,infection gonococcique du système ostéo-articulaire et des muscles,M90.2,ostéopathie au cours d'autres maladies infectieuses classées ailleurs,ostéomyélite gonococcique | ostéomyélite due à gonocoques,"H,U",subordinate,"12663,20749"
205,A54.4,infection gonococcique du système ostéo-articulaire et des muscles,,,infection gonococcique du système ostéo-articulaire et des muscles,S,none,299
206,A54.8,autres infections gonococciques,G01,méningite au cours d'affections bactériennes classées ailleurs,méningite gonococcique(s) | méningite (au cours de) gonococcique,"H,U",subordinate,"12672,15304"
207,A54.8,autres infections gonococciques,G07,abcès et granulome intracrâniens et intrarachidiens au cours d'affections classées ailleurs,abcès du cerveau gonococcique(s) | abcès du cerveau gonococcique,"H,U",subordinate,"12668,15361"
208,A54.8,autres infections gonococciques,I32.0,péricardite au cours de maladies bactériennes classées ailleurs,péricardite gonococcique(s) | péricardite gonococcique,"H,U",subordinate,"12667,16277"
209,A54.8,autres infections gonococciques,I39,endocardite et atteintes valvulaires cardiaques au cours de maladies classées ailleurs,atteinte de l'endocarde (à) (au cours de) gonococcique,H,subordinate,27028
210,A54.8,autres infections gonococciques,I39.8,"endocardite, valvule non précisée, au cours de maladies classées ailleurs",endocardite gonococcique(s),U,subordinate,12673
211,A54.8,autres infections gonococciques,I41.0,myocardite au cours de maladies bactériennes classées ailleurs,myocardite gonococcique(s) | myocardite gonococcique,"H,U",subordinate,"12675,16310"
212,A54.8,autres infections gonococciques,J17.0,pneumopathie au cours de maladies bactériennes classées ailleurs,pneumopathie gonococcique(s) | pneumopathie (au cours de) (due à) gonorrhée,"H,U",subordinate,"12669,16577"
213,A54.8,autres infections gonococciques,K67.1,péritonite gonococcique,péritonite gonococcique | péritonite gonococcique(s),"G,U",subordinate,"2164,12671"
214,A56.1,"infection à Chlamydia, pelvi-péritonéale et des autres organes génito-urinaires",N51.1,affections du testicule et de l'épididyme au cours de maladies classées ailleurs,épididymite à Chlamydia | orchite à Chlamydia,"H,U",subordinate,"12685,12686,21230,21232"
215,A56.1,"infection à Chlamydia, pelvi-péritonéale et des autres organes génito-urinaires",N74.4,"affection inflammatoire pelvienne à Chlamydia, de la femme","affection inflammatoire pelvienne à Chlamydia, de la femme | affection inflammatoire des organes pelviens de la femme à Chlamydia","G,U",subordinate,"6678,12684"
216,A56.1,"infection à Chlamydia, pelvi-péritonéale et des autres organes génito-urinaires",,,"infection à Chlamydia, pelvi-péritonéale et des autres organes génito-urinaires",S,none,307
217,A59.0,trichomonase uro-génitale,N51.0,affections de la prostate au cours de maladies classées ailleurs,prostatite à Trichomonas (vaginalis) | prostatite (à) Trichomonas,"H,U",subordinate,"12690,21224"
218,A60.0,infection des organes génitaux et de l'appareil génito-urinaire par le virus de l'herpès,N51,affections des organes génitaux de l'homme au cours de maladies classées ailleurs,infection des organes génitaux par le virus de l'herpès homme,U,subordinate,12692
219,A60.0,infection des organes génitaux et de l'appareil génito-urinaire par le virus de l'herpès,N51.8,autres affections des organes génitaux de l'homme au cours de maladies classées ailleurs,infection de l'appareil génital de l'homme par le virus de l'herpès [herpes simplex],H,subordinate,21237
