rec_id,code,role,source_exclusion,texte_exclusion,reference_cible_meme_consigne
GM2026-V-XXI-17,B21.3,interdit_association,ANS,"infection asymptomatique par le virus de l'immunodéficience humaine [VIH] (Z21)
infection compliquant la grossesse, l’accouchement et la puerpéralité (O98.7)
",oui
GM2026-V-XXI-17,B21.3,interdit_association,CIM-10,infection asymptomatique par le virus de l'immunodéficience humaine [VIH],non
GM2026-V-XXI-17,B21.7,interdit_association,ANS,"certaines infections localisées – voir les chapitres relatifs aux divers systèmes, appareils et organes
grippe et autres affections aigües des voies respiratoires (J00-J22)
infections spécifiques de la période périnatale [à l'exception du tétanos du nouveau-né, de la coqueluche, de la syphilis congénitale, des infections périnatales à gonocoques et des maladies périnatales dues au virus de l'immunodéficience humaine [VIH]] (P35-P39)
maladies infectieuses et parasitaires de la mère compliquant la grossesse, l'accouchement et la puerpéralité [à l'exception du tétanos obstétrical] (O98.-)
sujet porteur ou suspecté porteur d'une maladie infectieuse (Z22.-)
",non
GM2026-V-XXI-17,B21.7,interdit_association,ANS,"infection asymptomatique par le virus de l'immunodéficience humaine [VIH] (Z21)
infection compliquant la grossesse, l’accouchement et la puerpéralité (O98.7)
",oui
GM2026-V-XXI-17,B21.7,interdit_association,CIM-10,infection asymptomatique par le virus de l'immunodéficience humaine [VIH],non
GM2026-V-XXI-17,B21.8,interdit_association,ANS,"certaines infections localisées – voir les chapitres relatifs aux divers systèmes, appareils et organes
grippe et autres affections aigües des voies respiratoires (J00-J22)
infections spécifiques de la période périnatale [à l'exception du tétanos du nouveau-né, de la coqueluche, de la syphilis congénitale, des infections périnatales à gonocoques et des maladies périnatales dues au virus de l'immunodéficience humaine [VIH]] (P35-P39)
maladies infectieuses et parasitaires de la mère compliquant la grossesse, l'accouchement et la puerpéralité [à l'exception du tétanos obstétrical] (O98.-)
sujet porteur ou suspecté porteur d'une maladie infectieuse (Z22.-)
",non
GM2026-V-XXI-17,B21.8,interdit_association,ANS,"infection asymptomatique par le virus de l'immunodéficience humaine [VIH] (Z21)
infection compliquant la grossesse, l’accouchement et la puerpéralité (O98.7)
",oui
GM2026-V-XXI-17,B21.8,interdit_association,CIM-10,infection asymptomatique par le virus de l'immunodéficience humaine [VIH],non
GM2026-V-XXI-17,B21.8,interdit_association,CIM-10 frères,Maladie par VIH à l'origine d'autres lymphomes non hodgkiniens (B21.2),non
GM2026-V-XXI-17,B21.8,interdit_association,CIM-10 frères,"Maladie par VIH à l'origine d'autres tumeurs malignes des tissus lymphoïde, hématopoïétique et apparentés (B21.3)",non
GM2026-V-XXI-17,B21.8,interdit_association,CIM-10 frères,Maladie par VIH à l'origine d'un lymphome de Burkitt (B21.1),non
GM2026-V-XXI-17,B21.8,interdit_association,CIM-10 frères,Maladie par VIH à l'origine d'un sarcome de Kaposi (B21.0),non
GM2026-V-XXI-17,B21.8,interdit_association,CIM-10 frères,Maladie par VIH à l'origine de tumeurs malignes multiples (B21.7),non
GM2026-V-XXI-17,B21.9,interdit_association,ANS,"certaines infections localisées – voir les chapitres relatifs aux divers systèmes, appareils et organes
grippe et autres affections aigües des voies respiratoires (J00-J22)
infections spécifiques de la période périnatale [à l'exception du tétanos du nouveau-né, de la coqueluche, de la syphilis congénitale, des infections périnatales à gonocoques et des maladies périnatales dues au virus de l'immunodéficience humaine [VIH]] (P35-P39)
maladies infectieuses et parasitaires de la mère compliquant la grossesse, l'accouchement et la puerpéralité [à l'exception du tétanos obstétrical] (O98.-)
sujet porteur ou suspecté porteur d'une maladie infectieuse (Z22.-)
",non
GM2026-V-XXI-17,B21.9,interdit_association,ANS,"infection asymptomatique par le virus de l'immunodéficience humaine [VIH] (Z21)
infection compliquant la grossesse, l’accouchement et la puerpéralité (O98.7)
",oui
GM2026-V-XXI-17,B21.9,interdit_association,CIM-10,infection asymptomatique par le virus de l'immunodéficience humaine [VIH],non
GM2026-V-XXI-17,B22.0,interdit_association,ANS,"certaines infections localisées – voir les chapitres relatifs aux divers systèmes, appareils et organes
grippe et autres affections aigües des voies respiratoires (J00-J22)
infections spécifiques de la période périnatale [à l'exception du tétanos du nouveau-né, de la coqueluche, de la syphilis congénitale, des infections périnatales à gonocoques et des maladies périnatales dues au virus de l'immunodéficience humaine [VIH]] (P35-P39)
maladies infectieuses et parasitaires de la mère compliquant la grossesse, l'accouchement et la puerpéralité [à l'exception du tétanos obstétrical] (O98.-)
sujet porteur ou suspecté porteur d'une maladie infectieuse (Z22.-)
",non
GM2026-V-XXI-17,B22.0,interdit_association,ANS,"infection asymptomatique par le virus de l'immunodéficience humaine [VIH] (Z21)
infection compliquant la grossesse, l’accouchement et la puerpéralité (O98.7)
",oui
GM2026-V-XXI-17,B22.0,interdit_association,CIM-10,infection asymptomatique par le virus de l'immunodéficience humaine [VIH],non
GM2026-V-XXI-17,B22.1,interdit_association,ANS,"certaines infections localisées – voir les chapitres relatifs aux divers systèmes, appareils et organes
grippe et autres affections aigües des voies respiratoires (J00-J22)
infections spécifiques de la période périnatale [à l'exception du tétanos du nouveau-né, de la coqueluche, de la syphilis congénitale, des infections périnatales à gonocoques et des maladies périnatales dues au virus de l'immunodéficience humaine [VIH]] (P35-P39)
maladies infectieuses et parasitaires de la mère compliquant la grossesse, l'accouchement et la puerpéralité [à l'exception du tétanos obstétrical] (O98.-)
sujet porteur ou suspecté porteur d'une maladie infectieuse (Z22.-)
",non
GM2026-V-XXI-17,B22.1,interdit_association,ANS,"infection asymptomatique par le virus de l'immunodéficience humaine [VIH] (Z21)
infection compliquant la grossesse, l’accouchement et la puerpéralité (O98.7)
",oui
GM2026-V-XXI-17,B22.1,interdit_association,CIM-10,infection asymptomatique par le virus de l'immunodéficience humaine [VIH],non
GM2026-V-XXI-17,B22.2,interdit_association,ANS,"certaines infections localisées – voir les chapitres relatifs aux divers systèmes, appareils et organes
grippe et autres affections aigües des voies respiratoires (J00-J22)
infections spécifiques de la période périnatale [à l'exception du tétanos du nouveau-né, de la coqueluche, de la syphilis congénitale, des infections périnatales à gonocoques et des maladies périnatales dues au virus de l'immunodéficience humaine [VIH]] (P35-P39)
maladies infectieuses et parasitaires de la mère compliquant la grossesse, l'accouchement et la puerpéralité [à l'exception du tétanos obstétrical] (O98.-)
sujet porteur ou suspecté porteur d'une maladie infectieuse (Z22.-)
",non
GM2026-V-XXI-17,B22.2,interdit_association,ANS,"infection asymptomatique par le virus de l'immunodéficience humaine [VIH] (Z21)
infection compliquant la grossesse, l’accouchement et la puerpéralité (O98.7)
",oui
GM2026-V-XXI-17,B22.2,interdit_association,CIM-10,infection asymptomatique par le virus de l'immunodéficience humaine [VIH],non
GM2026-V-XXI-17,B22.7,interdit_association,ANS,"certaines infections localisées – voir les chapitres relatifs aux divers systèmes, appareils et organes
grippe et autres affections aigües des voies respiratoires (J00-J22)
infections spécifiques de la période périnatale [à l'exception du tétanos du nouveau-né, de la coqueluche, de la syphilis congénitale, des infections périnatales à gonocoques et des maladies périnatales dues au virus de l'immunodéficience humaine [VIH]] (P35-P39)
maladies infectieuses et parasitaires de la mère compliquant la grossesse, l'accouchement et la puerpéralité [à l'exception du tétanos obstétrical] (O98.-)
sujet porteur ou suspecté porteur d'une maladie infectieuse (Z22.-)
",non
GM2026-V-XXI-17,B22.7,interdit_association,ANS,"infection asymptomatique par le virus de l'immunodéficience humaine [VIH] (Z21)
infection compliquant la grossesse, l’accouchement et la puerpéralité (O98.7)
",oui
GM2026-V-XXI-17,B22.7,interdit_association,CIM-10,infection asymptomatique par le virus de l'immunodéficience humaine [VIH],non
GM2026-V-XXI-17,B23.0,interdit_association,ANS,"certaines infections localisées – voir les chapitres relatifs aux divers systèmes, appareils et organes
grippe et autres affections aigües des voies respiratoires (J00-J22)
infections spécifiques de la période périnatale [à l'exception du tétanos du nouveau-né, de la coqueluche, de la syphilis congénitale, des infections périnatales à gonocoques et des maladies périnatales dues au virus de l'immunodéficience humaine [VIH]] (P35-P39)
maladies infectieuses et parasitaires de la mère compliquant la grossesse, l'accouchement et la puerpéralité [à l'exception du tétanos obstétrical] (O98.-)
sujet porteur ou suspecté porteur d'une maladie infectieuse (Z22.-)
",non
GM2026-V-XXI-17,B23.0,interdit_association,ANS,"infection asymptomatique par le virus de l'immunodéficience humaine [VIH] (Z21)
infection compliquant la grossesse, l’accouchement et la puerpéralité (O98.7)
",oui
GM2026-V-XXI-17,B23.0,interdit_association,CIM-10,infection asymptomatique par le virus de l'immunodéficience humaine [VIH],non
GM2026-V-XXI-17,B23.1,interdit_association,ANS,"certaines infections localisées – voir les chapitres relatifs aux divers systèmes, appareils et organes
grippe et autres affections aigües des voies respiratoires (J00-J22)
infections spécifiques de la période périnatale [à l'exception du tétanos du nouveau-né, de la coqueluche, de la syphilis congénitale, des infections périnatales à gonocoques et des maladies périnatales dues au virus de l'immunodéficience humaine [VIH]] (P35-P39)
maladies infectieuses et parasitaires de la mère compliquant la grossesse, l'accouchement et la puerpéralité [à l'exception du tétanos obstétrical] (O98.-)
sujet porteur ou suspecté porteur d'une maladie infectieuse (Z22.-)
",non
GM2026-V-XXI-17,B23.1,interdit_association,ANS,"infection asymptomatique par le virus de l'immunodéficience humaine [VIH] (Z21)
infection compliquant la grossesse, l’accouchement et la puerpéralité (O98.7)
",oui
GM2026-V-XXI-17,B23.1,interdit_association,CIM-10,infection asymptomatique par le virus de l'immunodéficience humaine [VIH],non
GM2026-V-XXI-17,B23.2,interdit_association,ANS,"certaines infections localisées – voir les chapitres relatifs aux divers systèmes, appareils et organes
grippe et autres affections aigües des voies respiratoires (J00-J22)
infections spécifiques de la période périnatale [à l'exception du tétanos du nouveau-né, de la coqueluche, de la syphilis congénitale, des infections périnatales à gonocoques et des maladies périnatales dues au virus de l'immunodéficience humaine [VIH]] (P35-P39)
maladies infectieuses et parasitaires de la mère compliquant la grossesse, l'accouchement et la puerpéralité [à l'exception du tétanos obstétrical] (O98.-)
sujet porteur ou suspecté porteur d'une maladie infectieuse (Z22.-)
",non
GM2026-V-XXI-17,B23.2,interdit_association,ANS,"infection asymptomatique par le virus de l'immunodéficience humaine [VIH] (Z21)
infection compliquant la grossesse, l’accouchement et la puerpéralité (O98.7)
",oui
GM2026-V-XXI-17,B23.2,interdit_association,CIM-10,infection asymptomatique par le virus de l'immunodéficience humaine [VIH],non
GM2026-V-XXI-17,B23.8,interdit_association,ANS,"certaines infections localisées – voir les chapitres relatifs aux divers systèmes, appareils et organes
grippe et autres affections aigües des voies respiratoires (J00-J22)
infections spécifiques de la période périnatale [à l'exception du tétanos du nouveau-né, de la coqueluche, de la syphilis congénitale, des infections périnatales à gonocoques et des maladies périnatales dues au virus de l'immunodéficience humaine [VIH]] (P35-P39)
maladies infectieuses et parasitaires de la mère compliquant la grossesse, l'accouchement et la puerpéralité [à l'exception du tétanos obstétrical] (O98.-)
sujet porteur ou suspecté porteur d'une maladie infectieuse (Z22.-)
",non
GM2026-V-XXI-17,B23.8,interdit_association,ANS,"infection asymptomatique par le virus de l'immunodéficience humaine [VIH] (Z21)
infection compliquant la grossesse, l’accouchement et la puerpéralité (O98.7)
",oui
GM2026-V-XXI-17,B23.8,interdit_association,CIM-10,infection asymptomatique par le virus de l'immunodéficience humaine [VIH],non
GM2026-V-XXI-17,B23.8,interdit_association,CIM-10 frères,Maladie par VIH à l'origine d'adénopathies généralisées (persistantes) (B23.1),non
GM2026-V-XXI-17,B23.8,interdit_association,CIM-10 frères,"Maladie par VIH à l'origine d'anomalies hématologiques et immunologiques, non classées ailleurs (B23.2)",non
GM2026-V-XXI-17,B23.8,interdit_association,CIM-10 frères,Syndrome d'infection aigüe par VIH (B23.0),non
GM2026-V-XXI-17,B24.+0,interdit_association,ANS,"certaines infections localisées – voir les chapitres relatifs aux divers systèmes, appareils et organes
grippe et autres affections aigües des voies respiratoires (J00-J22)
infections spécifiques de la période périnatale [à l'exception du tétanos du nouveau-né, de la coqueluche, de la syphilis congénitale, des infections périnatales à gonocoques et des maladies périnatales dues au virus de l'immunodéficience humaine [VIH]] (P35-P39)
maladies infectieuses et parasitaires de la mère compliquant la grossesse, l'accouchement et la puerpéralité [à l'exception du tétanos obstétrical] (O98.-)
sujet porteur ou suspecté porteur d'une maladie infectieuse (Z22.-)
",non
GM2026-V-XXI-17,B24.+0,interdit_association,ANS,"infection asymptomatique par le virus de l'immunodéficience humaine [VIH] (Z21)
infection compliquant la grossesse, l’accouchement et la puerpéralité (O98.7)
",oui
GM2026-V-XXI-17,B24.+0,interdit_association,CIM-10,infection asymptomatique par le virus de l'immunodéficience humaine [VIH],non
GM2026-V-XXI-17,B24.+1,interdit_association,ANS,"certaines infections localisées – voir les chapitres relatifs aux divers systèmes, appareils et organes
grippe et autres affections aigües des voies respiratoires (J00-J22)
infections spécifiques de la période périnatale [à l'exception du tétanos du nouveau-né, de la coqueluche, de la syphilis congénitale, des infections périnatales à gonocoques et des maladies périnatales dues au virus de l'immunodéficience humaine [VIH]] (P35-P39)
maladies infectieuses et parasitaires de la mère compliquant la grossesse, l'accouchement et la puerpéralité [à l'exception du tétanos obstétrical] (O98.-)
sujet porteur ou suspecté porteur d'une maladie infectieuse (Z22.-)
",non
GM2026-V-XXI-17,B24.+1,interdit_association,ANS,"infection asymptomatique par le virus de l'immunodéficience humaine [VIH] (Z21)
infection compliquant la grossesse, l’accouchement et la puerpéralité (O98.7)
",oui
GM2026-V-XXI-17,B24.+1,interdit_association,CIM-10,infection asymptomatique par le virus de l'immunodéficience humaine [VIH],non
GM2026-V-XXI-17,B24.+9,interdit_association,ANS,"certaines infections localisées – voir les chapitres relatifs aux divers systèmes, appareils et organes
grippe et autres affections aigües des voies respiratoires (J00-J22)
infections spécifiques de la période périnatale [à l'exception du tétanos du nouveau-né, de la coqueluche, de la syphilis congénitale, des infections périnatales à gonocoques et des maladies périnatales dues au virus de l'immunodéficience humaine [VIH]] (P35-P39)
maladies infectieuses et parasitaires de la mère compliquant la grossesse, l'accouchement et la puerpéralité [à l'exception du tétanos obstétrical] (O98.-)
sujet porteur ou suspecté porteur d'une maladie infectieuse (Z22.-)
",non
GM2026-V-XXI-17,B24.+9,interdit_association,ANS,"infection asymptomatique par le virus de l'immunodéficience humaine [VIH] (Z21)
infection compliquant la grossesse, l’accouchement et la puerpéralité (O98.7)
",oui
GM2026-V-XXI-17,B24.+9,interdit_association,CIM-10,infection asymptomatique par le virus de l'immunodéficience humaine [VIH],non
GM2026-V-XXI-31,J95.0,interdit_association,ANS,"affections pulmonaires dues à une irradiation (J70.0-J70.1)
emphysème (souscutané) résultant d'un acte à visée diagnostique et thérapeutique (T81.8)
",non
GM2026-V-XXI-31,J95.0,interdit_association,ANS,"certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",non
GM2026-V-XXI-31,J95.0,interdit_association,CIM-10,affections pulmonaires dues à une irradiation,non
GM2026-V-XXI-31,J95.0,interdit_association,CIM-10,emphysème (sous-cutané) résultant d'un acte à visée diagnostique et thérapeutique,non
GM2026-V-XXI-31,K91.4,interdit_association,ANS,"certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",non
GM2026-V-XXI-31,K91.4,interdit_association,ANS,"colite (K52.0)  due à une irradiation
gastroentérite (K52.0)  due à une irradiation
rectite (K62.7)  due à une irradiation
ulcère gastrojéjunal (K28.-)
",non
GM2026-V-XXI-31,K91.4,interdit_association,CIM-10,colite due à une irradiation,non
GM2026-V-XXI-31,K91.4,interdit_association,CIM-10,gastro-entérite due à une irradiation,non
GM2026-V-XXI-31,K91.4,interdit_association,CIM-10,rectite due à une irradiation,non
GM2026-V-XXI-31,K91.4,interdit_association,CIM-10,ulcère gastro-jéjunal,non
GM2026-V-XXI-31,N99.5,interdit_association,ANS,"certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",non
GM2026-V-XXI-31,N99.5,interdit_association,ANS,"cystite due à une irradiation (N30.4)
ostéoporose après ovariectomie (M81.1)  - avec fracture pathologique  (M80.1) 
troubles au cours d'une ménopause artificielle  (N95.3) 
",non
GM2026-V-XXI-31,N99.5,interdit_association,CIM-10,cystite due à une irradiation,non
GM2026-V-XXI-31,N99.5,interdit_association,CIM-10,ostéoporose après ovariectomie,non
GM2026-V-XXI-31,N99.5,interdit_association,CIM-10,ostéoporose après ovariectomie avec fracture pathologique,non
GM2026-V-XXI-31,N99.5,interdit_association,CIM-10,troubles au cours d'une ménopause artificielle,non
GM2026-V-XXI-31,Z93.0,interdit_association,ANS,"complications de stomies (J95.0)  (K91.4)  (N99.5)
stomies nécessitant une surveillance (Z43.-)
",oui
GM2026-V-XXI-31,Z93.0,interdit_association,ANS,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels (Z00-Z13)
examen de contrôle (Z08-Z09)
mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du fœtus (O35.-)
soins de contrôle médicaux et de convalescence (Z42-Z51)  (Z54.-)
",non
GM2026-V-XXI-31,Z93.0,interdit_association,CIM-10,complications de stomies,non
GM2026-V-XXI-31,Z93.0,interdit_association,CIM-10,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels",non
GM2026-V-XXI-31,Z93.0,interdit_association,CIM-10,examen de contrôle,non
GM2026-V-XXI-31,Z93.0,interdit_association,CIM-10,mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du foetus,non
GM2026-V-XXI-31,Z93.0,interdit_association,CIM-10,soins de contrôle médicaux et de convalescence,non
GM2026-V-XXI-31,Z93.0,interdit_association,CIM-10,stomies nécessitant une surveillance,non
GM2026-V-XXI-31,Z93.1,interdit_association,ANS,"complications de stomies (J95.0)  (K91.4)  (N99.5)
stomies nécessitant une surveillance (Z43.-)
",oui
GM2026-V-XXI-31,Z93.1,interdit_association,ANS,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels (Z00-Z13)
examen de contrôle (Z08-Z09)
mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du fœtus (O35.-)
soins de contrôle médicaux et de convalescence (Z42-Z51)  (Z54.-)
",non
GM2026-V-XXI-31,Z93.1,interdit_association,CIM-10,complications de stomies,non
GM2026-V-XXI-31,Z93.1,interdit_association,CIM-10,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels",non
GM2026-V-XXI-31,Z93.1,interdit_association,CIM-10,examen de contrôle,non
GM2026-V-XXI-31,Z93.1,interdit_association,CIM-10,mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du foetus,non
GM2026-V-XXI-31,Z93.1,interdit_association,CIM-10,soins de contrôle médicaux et de convalescence,non
GM2026-V-XXI-31,Z93.1,interdit_association,CIM-10,stomies nécessitant une surveillance,non
GM2026-V-XXI-31,Z93.2,interdit_association,ANS,"complications de stomies (J95.0)  (K91.4)  (N99.5)
stomies nécessitant une surveillance (Z43.-)
",oui
GM2026-V-XXI-31,Z93.2,interdit_association,ANS,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels (Z00-Z13)
examen de contrôle (Z08-Z09)
mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du fœtus (O35.-)
soins de contrôle médicaux et de convalescence (Z42-Z51)  (Z54.-)
",non
GM2026-V-XXI-31,Z93.2,interdit_association,CIM-10,complications de stomies,non
GM2026-V-XXI-31,Z93.2,interdit_association,CIM-10,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels",non
GM2026-V-XXI-31,Z93.2,interdit_association,CIM-10,examen de contrôle,non
GM2026-V-XXI-31,Z93.2,interdit_association,CIM-10,mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du foetus,non
GM2026-V-XXI-31,Z93.2,interdit_association,CIM-10,soins de contrôle médicaux et de convalescence,non
GM2026-V-XXI-31,Z93.2,interdit_association,CIM-10,stomies nécessitant une surveillance,non
GM2026-V-XXI-31,Z93.3,interdit_association,ANS,"complications de stomies (J95.0)  (K91.4)  (N99.5)
stomies nécessitant une surveillance (Z43.-)
",oui
GM2026-V-XXI-31,Z93.3,interdit_association,ANS,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels (Z00-Z13)
examen de contrôle (Z08-Z09)
mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du fœtus (O35.-)
soins de contrôle médicaux et de convalescence (Z42-Z51)  (Z54.-)
",non
GM2026-V-XXI-31,Z93.3,interdit_association,CIM-10,complications de stomies,non
GM2026-V-XXI-31,Z93.3,interdit_association,CIM-10,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels",non
GM2026-V-XXI-31,Z93.3,interdit_association,CIM-10,examen de contrôle,non
GM2026-V-XXI-31,Z93.3,interdit_association,CIM-10,mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du foetus,non
GM2026-V-XXI-31,Z93.3,interdit_association,CIM-10,soins de contrôle médicaux et de convalescence,non
GM2026-V-XXI-31,Z93.3,interdit_association,CIM-10,stomies nécessitant une surveillance,non
GM2026-V-XXI-31,Z93.4,interdit_association,ANS,"complications de stomies (J95.0)  (K91.4)  (N99.5)
stomies nécessitant une surveillance (Z43.-)
",oui
GM2026-V-XXI-31,Z93.4,interdit_association,ANS,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels (Z00-Z13)
examen de contrôle (Z08-Z09)
mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du fœtus (O35.-)
soins de contrôle médicaux et de convalescence (Z42-Z51)  (Z54.-)
",non
GM2026-V-XXI-31,Z93.4,interdit_association,CIM-10,complications de stomies,non
GM2026-V-XXI-31,Z93.4,interdit_association,CIM-10,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels",non
GM2026-V-XXI-31,Z93.4,interdit_association,CIM-10,examen de contrôle,non
GM2026-V-XXI-31,Z93.4,interdit_association,CIM-10,mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du foetus,non
GM2026-V-XXI-31,Z93.4,interdit_association,CIM-10,soins de contrôle médicaux et de convalescence,non
GM2026-V-XXI-31,Z93.4,interdit_association,CIM-10,stomies nécessitant une surveillance,non
GM2026-V-XXI-31,Z93.5,interdit_association,ANS,"complications de stomies (J95.0)  (K91.4)  (N99.5)
stomies nécessitant une surveillance (Z43.-)
",oui
GM2026-V-XXI-31,Z93.5,interdit_association,ANS,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels (Z00-Z13)
examen de contrôle (Z08-Z09)
mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du fœtus (O35.-)
soins de contrôle médicaux et de convalescence (Z42-Z51)  (Z54.-)
",non
GM2026-V-XXI-31,Z93.5,interdit_association,CIM-10,complications de stomies,non
GM2026-V-XXI-31,Z93.5,interdit_association,CIM-10,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels",non
GM2026-V-XXI-31,Z93.5,interdit_association,CIM-10,examen de contrôle,non
GM2026-V-XXI-31,Z93.5,interdit_association,CIM-10,mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du foetus,non
GM2026-V-XXI-31,Z93.5,interdit_association,CIM-10,soins de contrôle médicaux et de convalescence,non
GM2026-V-XXI-31,Z93.5,interdit_association,CIM-10,stomies nécessitant une surveillance,non
GM2026-V-XXI-31,Z93.6,interdit_association,ANS,"complications de stomies (J95.0)  (K91.4)  (N99.5)
stomies nécessitant une surveillance (Z43.-)
",oui
GM2026-V-XXI-31,Z93.6,interdit_association,ANS,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels (Z00-Z13)
examen de contrôle (Z08-Z09)
mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du fœtus (O35.-)
soins de contrôle médicaux et de convalescence (Z42-Z51)  (Z54.-)
",non
GM2026-V-XXI-31,Z93.6,interdit_association,CIM-10,complications de stomies,non
GM2026-V-XXI-31,Z93.6,interdit_association,CIM-10,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels",non
GM2026-V-XXI-31,Z93.6,interdit_association,CIM-10,examen de contrôle,non
GM2026-V-XXI-31,Z93.6,interdit_association,CIM-10,mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du foetus,non
GM2026-V-XXI-31,Z93.6,interdit_association,CIM-10,soins de contrôle médicaux et de convalescence,non
GM2026-V-XXI-31,Z93.6,interdit_association,CIM-10,stomies nécessitant une surveillance,non
GM2026-V-XXI-31,Z93.8,interdit_association,ANS,"complications de stomies (J95.0)  (K91.4)  (N99.5)
stomies nécessitant une surveillance (Z43.-)
",oui
GM2026-V-XXI-31,Z93.8,interdit_association,ANS,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels (Z00-Z13)
examen de contrôle (Z08-Z09)
mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du fœtus (O35.-)
soins de contrôle médicaux et de convalescence (Z42-Z51)  (Z54.-)
",non
GM2026-V-XXI-31,Z93.8,interdit_association,CIM-10,complications de stomies,non
GM2026-V-XXI-31,Z93.8,interdit_association,CIM-10,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels",non
GM2026-V-XXI-31,Z93.8,interdit_association,CIM-10,examen de contrôle,non
GM2026-V-XXI-31,Z93.8,interdit_association,CIM-10,mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du foetus,non
GM2026-V-XXI-31,Z93.8,interdit_association,CIM-10,soins de contrôle médicaux et de convalescence,non
GM2026-V-XXI-31,Z93.8,interdit_association,CIM-10,stomies nécessitant une surveillance,non
GM2026-V-XXI-31,Z93.8,interdit_association,CIM-10 frères,Autres stomies de l'appareil digestif (Z93.4),non
GM2026-V-XXI-31,Z93.8,interdit_association,CIM-10 frères,Autres stomies de l'appareil urinaire (Z93.6),non
GM2026-V-XXI-31,Z93.8,interdit_association,CIM-10 frères,Colostomie (Z93.3),non
GM2026-V-XXI-31,Z93.8,interdit_association,CIM-10 frères,Cystostomie (Z93.5),non
GM2026-V-XXI-31,Z93.8,interdit_association,CIM-10 frères,Gastrostomie (Z93.1),non
GM2026-V-XXI-31,Z93.8,interdit_association,CIM-10 frères,Iléostomie (Z93.2),non
GM2026-V-XXI-31,Z93.8,interdit_association,CIM-10 frères,Trachéostomie (Z93.0),non
GM2026-V-XXI-31,Z93.9,interdit_association,ANS,"complications de stomies (J95.0)  (K91.4)  (N99.5)
stomies nécessitant une surveillance (Z43.-)
",oui
