code,abbrev,label,type
X95.0,X950,"agression par des armes à feu, autres et sans précision | domicile",category
X95.1,X951,"agression par des armes à feu, autres et sans précision | établissement collectif",category
X95.2,X952,"agression par des armes à feu, autres et sans précision | école, autre institution et lieu d'administration publique",category
X95.3,X953,"agression par des armes à feu, autres et sans précision | lieu de sport et d'athlétisme",category
X95.4,X954,"agression par des armes à feu, autres et sans précision | rue ou route",category
X95.5,X955,"agression par des armes à feu, autres et sans précision | zone de commerce et de services",category
X95.6,X956,"agression par des armes à feu, autres et sans précision | local industriel et chantier de construction",category
X95.7,X957,"agression par des armes à feu, autres et sans précision | exploitation agricole",category
X95.8,X958,"agression par des armes à feu, autres et sans précision | autres lieux précisés",category
X95.9,X959,"agression par des armes à feu, autres et sans précision | lieu, sans précision",category
X96.0,X960,agression par matériel explosif | domicile,category
X96.1,X961,agression par matériel explosif | établissement collectif,category
X96.2,X962,"agression par matériel explosif | école, autre institution et lieu d'administration publique",category
X96.3,X963,agression par matériel explosif | lieu de sport et d'athlétisme,category
X96.4,X964,agression par matériel explosif | rue ou route,category
X96.5,X965,agression par matériel explosif | zone de commerce et de services,category
X96.6,X966,agression par matériel explosif | local industriel et chantier de construction,category
X96.7,X967,agression par matériel explosif | exploitation agricole,category
X96.8,X968,agression par matériel explosif | autres lieux précisés,category
X96.9,X969,"agression par matériel explosif | lieu, sans précision",category
X97.0,X970,"agression par la fumée, le feu et les flammes | domicile",category
X97.1,X971,"agression par la fumée, le feu et les flammes | établissement collectif",category
X97.2,X972,"agression par la fumée, le feu et les flammes | école, autre institution et lieu d'administration publique",category
X97.3,X973,"agression par la fumée, le feu et les flammes | lieu de sport et d'athlétisme",category
X97.4,X974,"agression par la fumée, le feu et les flammes | rue ou route",category
X97.5,X975,"agression par la fumée, le feu et les flammes | zone de commerce et de services",category
X97.6,X976,"agression par la fumée, le feu et les flammes | local industriel et chantier de construction",category
X97.7,X977,"agression par la fumée, le feu et les flammes | exploitation agricole",category
X97.8,X978,"agression par la fumée, le feu et les flammes | autres lieux précisés",category
X97.9,X979,"agression par la fumée, le feu et les flammes | lieu, sans précision",category
X98.0,X980,"agression par la vapeur, des gaz et des objets brûlants | domicile",category
X98.1,X981,"agression par la vapeur, des gaz et des objets brûlants | établissement collectif",category
X98.2,X982,"agression par la vapeur, des gaz et des objets brûlants | école, autre institution et lieu d'administration publique",category
X98.3,X983,"agression par la vapeur, des gaz et des objets brûlants | lieu de sport et d'athlétisme",category
X98.4,X984,"agression par la vapeur, des gaz et des objets brûlants | rue ou route",category
X98.5,X985,"agression par la vapeur, des gaz et des objets brûlants | zone de commerce et de services",category
X98.6,X986,"agression par la vapeur, des gaz et des objets brûlants | local industriel et chantier de construction",category
X98.7,X987,"agression par la vapeur, des gaz et des objets brûlants | exploitation agricole",category
X98.8,X988,"agression par la vapeur, des gaz et des objets brûlants | autres lieux précisés",category
X98.9,X989,"agression par la vapeur, des gaz et des objets brûlants | lieu, sans précision",category
X99.0,X990,agression par objet tranchant | domicile,category
X99.1,X991,agression par objet tranchant | établissement collectif,category
X99.2,X992,"agression par objet tranchant | école, autre institution et lieu d'administration publique",category
X99.3,X993,agression par objet tranchant | lieu de sport et d'athlétisme,category
X99.4,X994,agression par objet tranchant | rue ou route,category
X99.5,X995,agression par objet tranchant | zone de commerce et de services,category
X99.6,X996,agression par objet tranchant | local industriel et chantier de construction,category
X99.7,X997,agression par objet tranchant | exploitation agricole,category
X99.8,X998,agression par objet tranchant | autres lieux précisés,category
X99.9,X999,"agression par objet tranchant | lieu, sans précision",category
Y00.0,Y000,agression par objet contondant | domicile,category
Y00.1,Y001,agression par objet contondant | établissement collectif,category
Y00.2,Y002,"agression par objet contondant | école, autre institution et lieu d'administration publique",category
Y00.3,Y003,agression par objet contondant | lieu de sport et d'athlétisme,category
Y00.4,Y004,agression par objet contondant | rue ou route,category
Y00.5,Y005,agression par objet contondant | zone de commerce et de services,category
Y00.6,Y006,agression par objet contondant | local industriel et chantier de construction,category
Y00.7,Y007,agression par objet contondant | exploitation agricole,category
Y00.8,Y008,agression par objet contondant | autres lieux précisés,category
Y00.9,Y009,"agression par objet contondant | lieu, sans précision",category
Y01.0,Y010,agression par précipitation dans le vide | domicile,category
Y01.1,Y011,agression par précipitation dans le vide | établissement collectif,category
Y01.2,Y012,"agression par précipitation dans le vide | école, autre institution et lieu d'administration publique",category
Y01.3,Y013,agression par précipitation dans le vide | lieu de sport et d'athlétisme,category
Y01.4,Y014,agression par précipitation dans le vide | rue ou route,category
Y01.5,Y015,agression par précipitation dans le vide | zone de commerce et de services,category
Y01.6,Y016,agression par précipitation dans le vide | local industriel et chantier de construction,category
Y01.7,Y017,agression par précipitation dans le vide | exploitation agricole,category
Y01.8,Y018,agression par précipitation dans le vide | autres lieux précisés,category
Y01.9,Y019,"agression par précipitation dans le vide | lieu, sans précision",category
Y02.0,Y020,agression en poussant ou plaçant la victime devant un objet en mouvement | domicile,category
Y02.1,Y021,agression en poussant ou plaçant la victime devant un objet en mouvement | établissement collectif,category
Y02.2,Y022,"agression en poussant ou plaçant la victime devant un objet en mouvement | école, autre institution et lieu d'administration publique",category
Y02.3,Y023,agression en poussant ou plaçant la victime devant un objet en mouvement | lieu de sport et d'athlétisme,category
Y02.4,Y024,agression en poussant ou plaçant la victime devant un objet en mouvement | rue ou route,category
Y02.5,Y025,agression en poussant ou plaçant la victime devant un objet en mouvement | zone de commerce et de services,category
Y02.6,Y026,agression en poussant ou plaçant la victime devant un objet en mouvement | local industriel et chantier de construction,category
Y02.7,Y027,agression en poussant ou plaçant la victime devant un objet en mouvement | exploitation agricole,category
Y02.8,Y028,agression en poussant ou plaçant la victime devant un objet en mouvement | autres lieux précisés,category
Y02.9,Y029,"agression en poussant ou plaçant la victime devant un objet en mouvement | lieu, sans précision",category
Y03.0,Y030,agression en provoquant un accident de véhicule à moteur | domicile,category
Y03.1,Y031,agression en provoquant un accident de véhicule à moteur | établissement collectif,category
Y03.2,Y032,"agression en provoquant un accident de véhicule à moteur | école, autre institution et lieu d'administration publique",category
Y03.3,Y033,agression en provoquant un accident de véhicule à moteur | lieu de sport et d'athlétisme,category
Y03.4,Y034,agression en provoquant un accident de véhicule à moteur | rue ou route,category
Y03.5,Y035,agression en provoquant un accident de véhicule à moteur | zone de commerce et de services,category
Y03.6,Y036,agression en provoquant un accident de véhicule à moteur | local industriel et chantier de construction,category
Y03.7,Y037,agression en provoquant un accident de véhicule à moteur | exploitation agricole,category
Y03.8,Y038,agression en provoquant un accident de véhicule à moteur | autres lieux précisés,category
Y03.9,Y039,"agression en provoquant un accident de véhicule à moteur | lieu, sans précision",category
Y04.0,Y040,agression par la force physique | domicile,category
Y04.1,Y041,agression par la force physique | établissement collectif,category
Y04.2,Y042,"agression par la force physique | école, autre institution et lieu d'administration publique",category
Y04.3,Y043,agression par la force physique | lieu de sport et d'athlétisme,category
Y04.4,Y044,agression par la force physique | rue ou route,category
Y04.5,Y045,agression par la force physique | zone de commerce et de services,category
Y04.6,Y046,agression par la force physique | local industriel et chantier de construction,category
Y04.7,Y047,agression par la force physique | exploitation agricole,category
Y04.8,Y048,agression par la force physique | autres lieux précisés,category
Y04.9,Y049,"agression par la force physique | lieu, sans précision",category
Y05.0,Y050,agression sexuelle par la force physique | domicile,category
Y05.1,Y051,agression sexuelle par la force physique | établissement collectif,category
Y05.2,Y052,"agression sexuelle par la force physique | école, autre institution et lieu d'administration publique",category
Y05.3,Y053,agression sexuelle par la force physique | lieu de sport et d'athlétisme,category
Y05.4,Y054,agression sexuelle par la force physique | rue ou route,category
Y05.5,Y055,agression sexuelle par la force physique | zone de commerce et de services,category
Y05.6,Y056,agression sexuelle par la force physique | local industriel et chantier de construction,category
Y05.7,Y057,agression sexuelle par la force physique | exploitation agricole,category
Y05.8,Y058,agression sexuelle par la force physique | autres lieux précisés,category
Y05.9,Y059,"agression sexuelle par la force physique | lieu, sans précision",category
Y08.0,Y080,agression par d'autres moyens précisés | domicile,category
Y08.1,Y081,agression par d'autres moyens précisés | établissement collectif,category
Y08.2,Y082,"agression par d'autres moyens précisés | école, autre institution et lieu d'administration publique",category
Y08.3,Y083,agression par d'autres moyens précisés | lieu de sport et d'athlétisme,category
Y08.4,Y084,agression par d'autres moyens précisés | rue ou route,category
Y08.5,Y085,agression par d'autres moyens précisés | zone de commerce et de services,category
Y08.6,Y086,agression par d'autres moyens précisés | local industriel et chantier de construction,category
Y08.7,Y087,agression par d'autres moyens précisés | exploitation agricole,category
Y08.8,Y088,agression par d'autres moyens précisés | autres lieux précisés,category
Y08.9,Y089,"agression par d'autres moyens précisés | lieu, sans précision",category
Y09.0,Y090,agression par un moyen non précisé | domicile,category
Y09.1,Y091,agression par un moyen non précisé | établissement collectif,category
Y09.2,Y092,"agression par un moyen non précisé | école, autre institution et lieu d'administration publique",category
Y09.3,Y093,agression par un moyen non précisé | lieu de sport et d'athlétisme,category
Y09.4,Y094,agression par un moyen non précisé | rue ou route,category
Y09.5,Y095,agression par un moyen non précisé | zone de commerce et de services,category
Y09.6,Y096,agression par un moyen non précisé | local industriel et chantier de construction,category
Y09.7,Y097,agression par un moyen non précisé | exploitation agricole,category
Y09.8,Y098,agression par un moyen non précisé | autres lieux précisés,category
Y09.9,Y099,"agression par un moyen non précisé | lieu, sans précision",category
Y10.0,Y100,"intoxication par des analgésiques, antipyrétiques et antirhumatismaux non opiacés et exposition à ces produits, intention non déterminée | domicile",category
Y10.1,Y101,"intoxication par des analgésiques, antipyrétiques et antirhumatismaux non opiacés et exposition à ces produits, intention non déterminée | établissement collectif",category
Y10.2,Y102,"intoxication par des analgésiques, antipyrétiques et antirhumatismaux non opiacés et exposition à ces produits, intention non déterminée | école, autre institution et lieu d'administration publique",category
Y10.3,Y103,"intoxication par des analgésiques, antipyrétiques et antirhumatismaux non opiacés et exposition à ces produits, intention non déterminée | lieu de sport et d'athlétisme",category
Y10.4,Y104,"intoxication par des analgésiques, antipyrétiques et antirhumatismaux non opiacés et exposition à ces produits, intention non déterminée | rue ou route",category
Y10.5,Y105,"intoxication par des analgésiques, antipyrétiques et antirhumatismaux non opiacés et exposition à ces produits, intention non déterminée | zone de commerce et de services",category
Y10.6,Y106,"intoxication par des analgésiques, antipyrétiques et antirhumatismaux non opiacés et exposition à ces produits, intention non déterminée | local industriel et chantier de construction",category
Y10.7,Y107,"intoxication par des analgésiques, antipyrétiques et antirhumatismaux non opiacés et exposition à ces produits, intention non déterminée | exploitation agricole",category
Y10.8,Y108,"intoxication par des analgésiques, antipyrétiques et antirhumatismaux non opiacés et exposition à ces produits, intention non déterminée | autres lieux précisés",category
Y10.9,Y109,"intoxication par des analgésiques, antipyrétiques et antirhumatismaux non opiacés et exposition à ces produits, intention non déterminée | lieu, sans précision",category
Y11.0,Y110,"intoxication par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs, intention non déterminée | domicile",category
Y11.1,Y111,"intoxication par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs, intention non déterminée | établissement collectif",category
Y11.2,Y112,"intoxication par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs, intention non déterminée | école, autre institution et lieu d'administration publique",category
Y11.3,Y113,"intoxication par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs, intention non déterminée | lieu de sport et d'athlétisme",category
Y11.4,Y114,"intoxication par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs, intention non déterminée | rue ou route",category
Y11.5,Y115,"intoxication par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs, intention non déterminée | zone de commerce et de services",category
Y11.6,Y116,"intoxication par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs, intention non déterminée | local industriel et chantier de construction",category
Y11.7,Y117,"intoxication par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs, intention non déterminée | exploitation agricole",category
Y11.8,Y118,"intoxication par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs, intention non déterminée | autres lieux précisés",category
Y11.9,Y119,"intoxication par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs, intention non déterminée | lieu, sans précision",category
Y12.0,Y120,"intoxication par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs, intention non déterminée | domicile",category
Y12.1,Y121,"intoxication par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs, intention non déterminée | établissement collectif",category
Y12.2,Y122,"intoxication par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs, intention non déterminée | école, autre institution et lieu d'administration publique",category
Y12.3,Y123,"intoxication par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs, intention non déterminée | lieu de sport et d'athlétisme",category
Y12.4,Y124,"intoxication par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs, intention non déterminée | rue ou route",category
Y12.5,Y125,"intoxication par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs, intention non déterminée | zone de commerce et de services",category
Y12.6,Y126,"intoxication par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs, intention non déterminée | local industriel et chantier de construction",category
Y12.7,Y127,"intoxication par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs, intention non déterminée | exploitation agricole",category
Y12.8,Y128,"intoxication par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs, intention non déterminée | autres lieux précisés",category
Y12.9,Y129,"intoxication par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs, intention non déterminée | lieu, sans précision",category
Y13.0,Y130,"intoxication par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces produits, intention non déterminée | domicile",category
Y13.1,Y131,"intoxication par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces produits, intention non déterminée | établissement collectif",category
Y13.2,Y132,"intoxication par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces produits, intention non déterminée | école, autre institution et lieu d'administration publique",category
Y13.3,Y133,"intoxication par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces produits, intention non déterminée | lieu de sport et d'athlétisme",category
Y13.4,Y134,"intoxication par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces produits, intention non déterminée | rue ou route",category
Y13.5,Y135,"intoxication par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces produits, intention non déterminée | zone de commerce et de services",category
Y13.6,Y136,"intoxication par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces produits, intention non déterminée | local industriel et chantier de construction",category
Y13.7,Y137,"intoxication par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces produits, intention non déterminée | exploitation agricole",category
Y13.8,Y138,"intoxication par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces produits, intention non déterminée | autres lieux précisés",category
Y13.9,Y139,"intoxication par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces produits, intention non déterminée | lieu, sans précision",category
Y14.0,Y140,"intoxication par des médicaments et substances biologiques, autres et sans précision et exposition à ces produits, intention non déterminée | domicile",category
Y14.1,Y141,"intoxication par des médicaments et substances biologiques, autres et sans précision et exposition à ces produits, intention non déterminée | établissement collectif",category
Y14.2,Y142,"intoxication par des médicaments et substances biologiques, autres et sans précision et exposition à ces produits, intention non déterminée | école, autre institution et lieu d'administration publique",category
Y14.3,Y143,"intoxication par des médicaments et substances biologiques, autres et sans précision et exposition à ces produits, intention non déterminée | lieu de sport et d'athlétisme",category
Y14.4,Y144,"intoxication par des médicaments et substances biologiques, autres et sans précision et exposition à ces produits, intention non déterminée | rue ou route",category
Y14.5,Y145,"intoxication par des médicaments et substances biologiques, autres et sans précision et exposition à ces produits, intention non déterminée | zone de commerce et de services",category
Y14.6,Y146,"intoxication par des médicaments et substances biologiques, autres et sans précision et exposition à ces produits, intention non déterminée | local industriel et chantier de construction",category
Y14.7,Y147,"intoxication par des médicaments et substances biologiques, autres et sans précision et exposition à ces produits, intention non déterminée | exploitation agricole",category
Y14.8,Y148,"intoxication par des médicaments et substances biologiques, autres et sans précision et exposition à ces produits, intention non déterminée | autres lieux précisés",category
Y14.9,Y149,"intoxication par des médicaments et substances biologiques, autres et sans précision et exposition à ces produits, intention non déterminée | lieu, sans précision",category
Y15.0,Y150,"intoxication par l'alcool et exposition à l'alcool, intention non déterminée | domicile",category
Y15.1,Y151,"intoxication par l'alcool et exposition à l'alcool, intention non déterminée | établissement collectif",category
Y15.2,Y152,"intoxication par l'alcool et exposition à l'alcool, intention non déterminée | école, autre institution et lieu d'administration publique",category
Y15.3,Y153,"intoxication par l'alcool et exposition à l'alcool, intention non déterminée | lieu de sport et d'athlétisme",category
Y15.4,Y154,"intoxication par l'alcool et exposition à l'alcool, intention non déterminée | rue ou route",category
Y15.5,Y155,"intoxication par l'alcool et exposition à l'alcool, intention non déterminée | zone de commerce et de services",category
Y15.6,Y156,"intoxication par l'alcool et exposition à l'alcool, intention non déterminée | local industriel et chantier de construction",category
Y15.7,Y157,"intoxication par l'alcool et exposition à l'alcool, intention non déterminée | exploitation agricole",category
Y15.8,Y158,"intoxication par l'alcool et exposition à l'alcool, intention non déterminée | autres lieux précisés",category
Y15.9,Y159,"intoxication par l'alcool et exposition à l'alcool, intention non déterminée | lieu, sans précision",category
Y16.0,Y160,"intoxication par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits, intention non déterminée | domicile",category
Y16.1,Y161,"intoxication par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits, intention non déterminée | établissement collectif",category
Y16.2,Y162,"intoxication par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits, intention non déterminée | école, autre institution et lieu d'administration publique",category
Y16.3,Y163,"intoxication par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits, intention non déterminée | lieu de sport et d'athlétisme",category
Y16.4,Y164,"intoxication par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits, intention non déterminée | rue ou route",category
Y16.5,Y165,"intoxication par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits, intention non déterminée | zone de commerce et de services",category
Y16.6,Y166,"intoxication par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits, intention non déterminée | local industriel et chantier de construction",category
Y16.7,Y167,"intoxication par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits, intention non déterminée | exploitation agricole",category
Y16.8,Y168,"intoxication par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits, intention non déterminée | autres lieux précisés",category
Y16.9,Y169,"intoxication par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits, intention non déterminée | lieu, sans précision",category
Y17.5,Y175,"intoxication par d'autres gaz et émanations et exposition à ces produits, intention non déterminée | zone de commerce et de services",category
Y17.6,Y176,"intoxication par d'autres gaz et émanations et exposition à ces produits, intention non déterminée | local industriel et chantier de construction",category
Y17.7,Y177,"intoxication par d'autres gaz et émanations et exposition à ces produits, intention non déterminée | exploitation agricole",category
Y18.0,Y180,"intoxication par des pesticides et exposition à ces produits, intention non déterminée | domicile",category
Y18.1,Y181,"intoxication par des pesticides et exposition à ces produits, intention non déterminée | établissement collectif",category
Y18.2,Y182,"intoxication par des pesticides et exposition à ces produits, intention non déterminée | école, autre institution et lieu d'administration publique",category
Y18.3,Y183,"intoxication par des pesticides et exposition à ces produits, intention non déterminée | lieu de sport et d'athlétisme",category
Y18.4,Y184,"intoxication par des pesticides et exposition à ces produits, intention non déterminée | rue ou route",category
Y18.5,Y185,"intoxication par des pesticides et exposition à ces produits, intention non déterminée | zone de commerce et de services",category
Y18.6,Y186,"intoxication par des pesticides et exposition à ces produits, intention non déterminée | local industriel et chantier de construction",category
Y18.7,Y187,"intoxication par des pesticides et exposition à ces produits, intention non déterminée | exploitation agricole",category
Y18.8,Y188,"intoxication par des pesticides et exposition à ces produits, intention non déterminée | autres lieux précisés",category
Y18.9,Y189,"intoxication par des pesticides et exposition à ces produits, intention non déterminée | lieu, sans précision",category
Y19.0,Y190,"intoxication par des produits chimiques et substances nocives et exposition à ces produits, autres et sans précision, intention non déterminée | domicile",category
Y19.1,Y191,"intoxication par des produits chimiques et substances nocives et exposition à ces produits, autres et sans précision, intention non déterminée | établissement collectif",category
Y19.2,Y192,"intoxication par des produits chimiques et substances nocives et exposition à ces produits, autres et sans précision, intention non déterminée | école, autre institution et lieu d'administration publique",category
Y19.3,Y193,"intoxication par des produits chimiques et substances nocives et exposition à ces produits, autres et sans précision, intention non déterminée | lieu de sport et d'athlétisme",category
Y19.4,Y194,"intoxication par des produits chimiques et substances nocives et exposition à ces produits, autres et sans précision, intention non déterminée | rue ou route",category
Y19.5,Y195,"intoxication par des produits chimiques et substances nocives et exposition à ces produits, autres et sans précision, intention non déterminée | zone de commerce et de services",category
Y19.6,Y196,"intoxication par des produits chimiques et substances nocives et exposition à ces produits, autres et sans précision, intention non déterminée | local industriel et chantier de construction",category
Y19.7,Y197,"intoxication par des produits chimiques et substances nocives et exposition à ces produits, autres et sans précision, intention non déterminée | exploitation agricole",category
Y19.8,Y198,"intoxication par des produits chimiques et substances nocives et exposition à ces produits, autres et sans précision, intention non déterminée | autres lieux précisés",category
Y19.9,Y199,"intoxication par des produits chimiques et substances nocives et exposition à ces produits, autres et sans précision, intention non déterminée | lieu, sans précision",category
Y20.0,Y200,"pendaison, strangulation et suffocation, intention non déterminée | domicile",category
Y20.1,Y201,"pendaison, strangulation et suffocation, intention non déterminée | établissement collectif",category
Y20.2,Y202,"pendaison, strangulation et suffocation, intention non déterminée | école, autre institution et lieu d'administration publique",category
Y20.3,Y203,"pendaison, strangulation et suffocation, intention non déterminée | lieu de sport et d'athlétisme",category
Y20.4,Y204,"pendaison, strangulation et suffocation, intention non déterminée | rue ou route",category
Y20.5,Y205,"pendaison, strangulation et suffocation, intention non déterminée | zone de commerce et de services",category
Y20.6,Y206,"pendaison, strangulation et suffocation, intention non déterminée | local industriel et chantier de construction",category
Y20.7,Y207,"pendaison, strangulation et suffocation, intention non déterminée | exploitation agricole",category
Y20.8,Y208,"pendaison, strangulation et suffocation, intention non déterminée | autres lieux précisés",category
Y20.9,Y209,"pendaison, strangulation et suffocation, intention non déterminée | lieu, sans précision",category
Y21.0,Y210,"noyade et submersion, intention non déterminée | domicile",category
Y21.1,Y211,"noyade et submersion, intention non déterminée | établissement collectif",category
Y21.2,Y212,"noyade et submersion, intention non déterminée | école, autre institution et lieu d'administration publique",category
Y21.3,Y213,"noyade et submersion, intention non déterminée | lieu de sport et d'athlétisme",category
Y21.4,Y214,"noyade et submersion, intention non déterminée | rue ou route",category
Y21.5,Y215,"noyade et submersion, intention non déterminée | zone de commerce et de services",category
Y21.6,Y216,"noyade et submersion, intention non déterminée | local industriel et chantier de construction",category
Y21.7,Y217,"noyade et submersion, intention non déterminée | exploitation agricole",category
Y21.8,Y218,"noyade et submersion, intention non déterminée | autres lieux précisés",category
Y21.9,Y219,"noyade et submersion, intention non déterminée | lieu, sans précision",category
Y22.0,Y220,"décharge d'une arme de poing, intention non déterminée | domicile",category
Y22.1,Y221,"décharge d'une arme de poing, intention non déterminée | établissement collectif",category
Y22.2,Y222,"décharge d'une arme de poing, intention non déterminée | école, autre institution et lieu d'administration publique",category
Y22.3,Y223,"décharge d'une arme de poing, intention non déterminée | lieu de sport et d'athlétisme",category
Y22.4,Y224,"décharge d'une arme de poing, intention non déterminée | rue ou route",category
Y22.5,Y225,"décharge d'une arme de poing, intention non déterminée | zone de commerce et de services",category
Y22.6,Y226,"décharge d'une arme de poing, intention non déterminée | local industriel et chantier de construction",category
Y22.7,Y227,"décharge d'une arme de poing, intention non déterminée | exploitation agricole",category
Y22.8,Y228,"décharge d'une arme de poing, intention non déterminée | autres lieux précisés",category
Y22.9,Y229,"décharge d'une arme de poing, intention non déterminée | lieu, sans précision",category
Y23.0,Y230,"décharge de fusil, carabine et arme à feu de plus gros calibre, intention non déterminée | domicile",category
Y23.1,Y231,"décharge de fusil, carabine et arme à feu de plus gros calibre, intention non déterminée | établissement collectif",category
Y23.2,Y232,"décharge de fusil, carabine et arme à feu de plus gros calibre, intention non déterminée | école, autre institution et lieu d'administration publique",category
Y23.3,Y233,"décharge de fusil, carabine et arme à feu de plus gros calibre, intention non déterminée | lieu de sport et d'athlétisme",category
Y23.4,Y234,"décharge de fusil, carabine et arme à feu de plus gros calibre, intention non déterminée | rue ou route",category
Y23.5,Y235,"décharge de fusil, carabine et arme à feu de plus gros calibre, intention non déterminée | zone de commerce et de services",category
Y23.6,Y236,"décharge de fusil, carabine et arme à feu de plus gros calibre, intention non déterminée | local industriel et chantier de construction",category
Y23.7,Y237,"décharge de fusil, carabine et arme à feu de plus gros calibre, intention non déterminée | exploitation agricole",category
Y23.8,Y238,"décharge de fusil, carabine et arme à feu de plus gros calibre, intention non déterminée | autres lieux précisés",category
Y23.9,Y239,"décharge de fusil, carabine et arme à feu de plus gros calibre, intention non déterminée | lieu, sans précision",category
Y24.0,Y240,"décharge d'armes à feu, autres et sans précision, intention non déterminée | domicile",category
Y24.1,Y241,"décharge d'armes à feu, autres et sans précision, intention non déterminée | établissement collectif",category
Y24.2,Y242,"décharge d'armes à feu, autres et sans précision, intention non déterminée | école, autre institution et lieu d'administration publique",category
Y24.3,Y243,"décharge d'armes à feu, autres et sans précision, intention non déterminée | lieu de sport et d'athlétisme",category
Y24.4,Y244,"décharge d'armes à feu, autres et sans précision, intention non déterminée | rue ou route",category
Y24.5,Y245,"décharge d'armes à feu, autres et sans précision, intention non déterminée | zone de commerce et de services",category
Y24.6,Y246,"décharge d'armes à feu, autres et sans précision, intention non déterminée | local industriel et chantier de construction",category
Y24.7,Y247,"décharge d'armes à feu, autres et sans précision, intention non déterminée | exploitation agricole",category
Y24.8,Y248,"décharge d'armes à feu, autres et sans précision, intention non déterminée | autres lieux précisés",category
Y24.9,Y249,"décharge d'armes à feu, autres et sans précision, intention non déterminée | lieu, sans précision",category
Y25.0,Y250,"contact avec matériel explosif, intention non déterminée | domicile",category
Y25.1,Y251,"contact avec matériel explosif, intention non déterminée | établissement collectif",category
Y25.2,Y252,"contact avec matériel explosif, intention non déterminée | école, autre institution et lieu d'administration publique",category
Y25.3,Y253,"contact avec matériel explosif, intention non déterminée | lieu de sport et d'athlétisme",category
Y25.4,Y254,"contact avec matériel explosif, intention non déterminée | rue ou route",category
Y25.5,Y255,"contact avec matériel explosif, intention non déterminée | zone de commerce et de services",category
Y25.6,Y256,"contact avec matériel explosif, intention non déterminée | local industriel et chantier de construction",category
Y25.7,Y257,"contact avec matériel explosif, intention non déterminée | exploitation agricole",category
Y25.8,Y258,"contact avec matériel explosif, intention non déterminée | autres lieux précisés",category
Y25.9,Y259,"contact avec matériel explosif, intention non déterminée | lieu, sans précision",category
Y26.0,Y260,"exposition à la fumée, au feu et aux flammes, intention non déterminée | domicile",category
Y26.1,Y261,"exposition à la fumée, au feu et aux flammes, intention non déterminée | établissement collectif",category
