code,abbrev,label,type
W83.2,W832,"autres dangers pour la respiration | école, autre institution et lieu d'administration publique",category
W83.3,W833,autres dangers pour la respiration | lieu de sport et d'athlétisme,category
W83.4,W834,autres dangers pour la respiration | rue ou route,category
W83.5,W835,autres dangers pour la respiration | zone de commerce et de service,category
W83.6,W836,autres dangers pour la respiration | local industriel et chantier de construction,category
W83.7,W837,autres dangers pour la respiration | exploitation agricole,category
W83.8,W838,autres dangers pour la respiration | autres lieux précisés,category
W83.9,W839,"autres dangers pour la respiration | lieu, sans précision",category
W84.0,W840,"danger pour la respiration, sans précision | domicile",category
W84.1,W841,"danger pour la respiration, sans précision | établissement collectif",category
W84.2,W842,"danger pour la respiration, sans précision | école, autre institution et lieu d'administration publique",category
W84.3,W843,"danger pour la respiration, sans précision | lieu de sport et d'athlétisme",category
W84.4,W844,"danger pour la respiration, sans précision | rue ou route",category
W84.5,W845,"danger pour la respiration, sans précision | zone de commerce et de service",category
W84.6,W846,"danger pour la respiration, sans précision | local industriel et chantier de construction",category
W84.7,W847,"danger pour la respiration, sans précision | exploitation agricole",category
W84.8,W848,"danger pour la respiration, sans précision | autres lieux précisés",category
W84.9,W849,"danger pour la respiration, sans précision | lieu, sans précision",category
W85.0,W850,exposition aux lignes électriques | domicile,category
W85.1,W851,exposition aux lignes électriques | établissement collectif,category
W85.2,W852,"exposition aux lignes électriques | école, autre institution et lieu d'administration publique",category
W85.3,W853,exposition aux lignes électriques | lieu de sport et d'athlétisme,category
W85.4,W854,exposition aux lignes électriques | rue ou route,category
W85.5,W855,exposition aux lignes électriques | zone de commerce et de service,category
W85.6,W856,exposition aux lignes électriques | local industriel et chantier de construction,category
W85.7,W857,exposition aux lignes électriques | exploitation agricole,category
W85.8,W858,exposition aux lignes électriques | autres lieux précisés,category
W85.9,W859,"exposition aux lignes électriques | lieu, sans précision",category
W86.0,W860,exposition à d'autres formes précisées de courant électrique | domicile,category
W86.1,W861,exposition à d'autres formes précisées de courant électrique | établissement collectif,category
W86.2,W862,"exposition à d'autres formes précisées de courant électrique | école, autre institution et lieu d'administration publique",category
W86.3,W863,exposition à d'autres formes précisées de courant électrique | lieu de sport et d'athlétisme,category
W86.4,W864,exposition à d'autres formes précisées de courant électrique | rue ou route,category
W86.5,W865,exposition à d'autres formes précisées de courant électrique | zone de commerce et de service,category
W86.6,W866,exposition à d'autres formes précisées de courant électrique | local industriel et chantier de construction,category
W86.7,W867,exposition à d'autres formes précisées de courant électrique | exploitation agricole,category
W86.8,W868,exposition à d'autres formes précisées de courant électrique | autres lieux précisés,category
W86.9,W869,"exposition à d'autres formes précisées de courant électrique | lieu, sans précision",category
W87.0,W870,"exposition au courant électrique, sans précision | domicile",category
W87.1,W871,"exposition au courant électrique, sans précision | établissement collectif",category
W87.2,W872,"exposition au courant électrique, sans précision | école, autre institution et lieu d'administration publique",category
W87.3,W873,"exposition au courant électrique, sans précision | lieu de sport et d'athlétisme",category
W87.4,W874,"exposition au courant électrique, sans précision | rue ou route",category
W87.5,W875,"exposition au courant électrique, sans précision | zone de commerce et de service",category
W87.6,W876,"exposition au courant électrique, sans précision | local industriel et chantier de construction",category
W87.7,W877,"exposition au courant électrique, sans précision | exploitation agricole",category
W87.8,W878,"exposition au courant électrique, sans précision | autres lieux précisés",category
W87.9,W879,"exposition au courant électrique, sans précision | lieu, sans précision",category
W88.0,W880,exposition aux rayonnements ionisants | domicile,category
W88.1,W881,exposition aux rayonnements ionisants | établissement collectif,category
W88.2,W882,"exposition aux rayonnements ionisants | école, autre institution et lieu d'administration publique",category
W88.3,W883,exposition aux rayonnements ionisants | lieu de sport et d'athlétisme,category
W88.4,W884,exposition aux rayonnements ionisants | rue ou route,category
W88.5,W885,exposition aux rayonnements ionisants | zone de commerce et de service,category
W88.6,W886,exposition aux rayonnements ionisants | local industriel et chantier de construction,category
W88.7,W887,exposition aux rayonnements ionisants | exploitation agricole,category
W88.8,W888,exposition aux rayonnements ionisants | autres lieux précisés,category
W88.9,W889,"exposition aux rayonnements ionisants | lieu, sans précision",category
W89.0,W890,exposition à une source lumineuse artificielle visible et aux ultraviolets | domicile,category
W89.1,W891,exposition à une source lumineuse artificielle visible et aux ultraviolets | établissement collectif,category
W89.2,W892,"exposition à une source lumineuse artificielle visible et aux ultraviolets | école, autre institution et lieu d'administration publique",category
W89.3,W893,exposition à une source lumineuse artificielle visible et aux ultraviolets | lieu de sport et d'athlétisme,category
W89.4,W894,exposition à une source lumineuse artificielle visible et aux ultraviolets | rue ou route,category
W89.5,W895,exposition à une source lumineuse artificielle visible et aux ultraviolets | zone de commerce et de service,category
W89.6,W896,exposition à une source lumineuse artificielle visible et aux ultraviolets | local industriel et chantier de construction,category
W89.7,W897,exposition à une source lumineuse artificielle visible et aux ultraviolets | exploitation agricole,category
W89.8,W898,exposition à une source lumineuse artificielle visible et aux ultraviolets | autres lieux précisés,category
W89.9,W899,"exposition à une source lumineuse artificielle visible et aux ultraviolets | lieu, sans précision",category
W90.0,W900,exposition à d'autres rayonnements non ionisants | domicile,category
W90.1,W901,exposition à d'autres rayonnements non ionisants | établissement collectif,category
W90.2,W902,"exposition à d'autres rayonnements non ionisants | école, autre institution et lieu d'administration publique",category
W90.3,W903,exposition à d'autres rayonnements non ionisants | lieu de sport et d'athlétisme,category
W90.4,W904,exposition à d'autres rayonnements non ionisants | rue ou route,category
W90.5,W905,exposition à d'autres rayonnements non ionisants | zone de commerce et de service,category
W90.6,W906,exposition à d'autres rayonnements non ionisants | local industriel et chantier de construction,category
W90.7,W907,exposition à d'autres rayonnements non ionisants | exploitation agricole,category
W90.8,W908,exposition à d'autres rayonnements non ionisants | autres lieux précisés,category
W90.9,W909,"exposition à d'autres rayonnements non ionisants | lieu, sans précision",category
W91.0,W910,"exposition aux rayonnements, sans précision | domicile",category
W91.1,W911,"exposition aux rayonnements, sans précision | établissement collectif",category
W91.2,W912,"exposition aux rayonnements, sans précision | école, autre institution et lieu d'administration publique",category
W91.3,W913,"exposition aux rayonnements, sans précision | lieu de sport et d'athlétisme",category
W91.4,W914,"exposition aux rayonnements, sans précision | rue ou route",category
W91.5,W915,"exposition aux rayonnements, sans précision | zone de commerce et de service",category
