code,libelle_externe,libelle_ofs_ans,source_externe,source_ofs_ans,type_externe,type_ofs_ans,type_divergence,lid_ofs
M05.3,Myopathie rhumatoïde,Myopathie rhumatoïde,APHP_DERMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
E72.0,Hartnup (maladie de),"Hartnup, maladie de",APHP_DERMATOLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
L03.0,Paronychie,Paronychie,APHP_DERMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
E53.1,Avitaminose B6,"Avitaminose B6
",APHP_DERMATOLOGIE,OWL_ANS,synonyme,inclusion,true,
M71.9,Bursite SAI,"Bursite SAI
",APHP_DERMATOLOGIE,OWL_ANS,synonyme,inclusion,true,
L88,Ecthyma gangréneux,"Ecthyma, gangréneux",APHP_DERMATOLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
B97.1,Virus coxsackie,Virus Coxsackie,APHP_DERMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
L93.2,Panniculite lupique,Panniculite lupique,APHP_DERMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
Q85.8,Phacomatose pigmento-vasculaire,Phacomatose pigmento-vasculaire,APHP_DERMATOLOGIE,ORPHANET,synonyme,inclusion,true,
D36.1,Neurofibrome,Neurofibrome,APHP_DERMATOLOGIE,ORPHANET,synonyme,inclusion,true,
E66.8,Obésité endocrinienne,"Obésité, endocrinienne",APHP_DERMATOLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
M05.3,Endocardite rhumatoïde,Endocardite rhumatoïde,APHP_DERMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
D76.3,Réticulohistiocytose multicentrique,Réticulohistiocytose multicentrique,APHP_DERMATOLOGIE,ORPHANET,synonyme,inclusion,true,
I73.1,Buerger (maladie de),"Buerger, maladie de",APHP_DERMATOLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
D89.1,Vascularite cryoglobulinémique,Vascularite cryoglobulinémique,APHP_DERMATOLOGIE,ORPHANET,synonyme,inclusion,true,
A51.3,Roséole syphilitique,"Roséole, syphilitique",APHP_DERMATOLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
L94.0,Sclérodermie circonscrite,"Sclérodermie circonscrite
",APHP_DERMATOLOGIE,OWL_ANS,synonyme,inclusion,true,
E06.5,Thyroïdite de Riedel,Thyroïdite (de) Riedel,APHP_DERMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
B77.9,Ascaridiose,ascaridiose,APHP_DERMATOLOGIE,OFS,synonyme,inclusion,true,
Q84.1,Cheveux laineux,Cheveux laineux,APHP_DERMATOLOGIE,ORPHANET,synonyme,inclusion,true,
L13.0,Dermatite herpétiforme,Dermatite herpétiforme,APHP_DERMATOLOGIE,ORPHANET,synonyme,synonyme,false,
D50.1,Plummer-Vinson (syndrome de),"Plummer-vinson, syndrome de",APHP_DERMATOLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
D76.3,Xanthogranulome juvénile,Xanthogranulome juvénile,APHP_DERMATOLOGIE,ORPHANET,synonyme,inclusion,true,
L41.0,Mucha-Habermann (maladie de),"Mucha-habermann, maladie de",APHP_DERMATOLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
T78.2,Anaphylaxie SAI,Anaphylaxie SAI,APHP_DERMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
L53.9,Erythrodermie SAI,"Érythrodermie SAI
",APHP_DERMATOLOGIE,OWL_ANS,synonyme,inclusion,true,
E52,Avitaminose PP,"Avitaminose, pp",APHP_DERMATOLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
G90.1,Riley-Day (syndrome de),"Riley-day, syndrome de",APHP_DERMATOLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
M35.6,Panniculite de Weber-Christian,Panniculite de Weber-Christian,APHP_DERMATOLOGIE,ORPHANET,synonyme,synonyme,false,
L82,Verrue séborrhéique,Verrue séborrhéique,APHP_DERMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
F65.5,Sadisme,Sadisme,APHP_DERMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
I82.9,Thrombose veineuse SAI,Thrombose (veineuse) SAI,APHP_DERMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
E88.8,Lipomatose de Launois Bensaude,Lipomatose de Launois-Bensaude,APHP_DERMATOLOGIE,ORPHANET,synonyme,inclusion,true,
M34.1,CRST (syndrome de),"Crst, syndrome de",APHP_DERMATOLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
E72.0,Toni - Debré - Fanconi (syndrome de),"Toni-debré-fanconi, syndrome de",APHP_DERMATOLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
Q82.8,Plis palmaires anormaux,Plis palmaires anormaux,APHP_DERMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
Q78.0,Lobstein (maladie de),"Lobstein, maladie de",APHP_DERMATOLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
Q87.1,Noonan (syndrome de),"Noonan, syndrome de",APHP_DERMATOLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
L40.1,Psoriasis pustuleux généralisé,Psoriasis pustuleux généralisé,APHP_DERMATOLOGIE,ORPHANET,synonyme,synonyme,false,
D69.2,Purpura sénile,Purpura sénile,APHP_DERMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
R62.8,Retard de croissance,Retard (de) croissance,APHP_DERMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
N37.0,Urétrite à candida,Urétrite à Candida,APHP_DERMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
L12.1,Pemphigoïde cicatricielle,Pemphigoïde cicatricielle,APHP_DERMATOLOGIE,ORPHANET,synonyme,inclusion,true,
N34.2,Urétrite SAI,Urétrite SAI,APHP_DERMATOLOGIE,OWL_ANS,synonyme,synonyme,false,
D35.2,Adénome hypophysaire à TSH,Adénome hypophysaire à TSH,APHP_ENDOCRINOLOGIE,ORPHANET,synonyme,inclusion,true,
E83.5,Hypercalcémie hypocalciurique familiale,Hypercalcémie hypocalciurique familiale,APHP_ENDOCRINOLOGIE,OWL_ANS,synonyme,synonyme,false,
E06.1,Thyroïdite de de Quervain,"Thyroïdite (de), de quervain",APHP_ENDOCRINOLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
Q85.8,Syndrome de Peutz-Jeghers,Syndrome de Peutz–Jeghers,APHP_ENDOCRINOLOGIE,OWL_ANS,synonyme,synonyme,false,
Q89.2,Kyste thyréoglosse,Kyste thyréoglosse,APHP_ENDOCRINOLOGIE,OWL_ANS,synonyme,synonyme,false,
E30.1,Testotoxicose,Testotoxicose,APHP_ENDOCRINOLOGIE,ORPHANET,synonyme,inclusion,true,
Q85.8,Syndrome de Von Hippel-Lindau,Syndrome de von Hippel–Lindau,APHP_ENDOCRINOLOGIE,OWL_ANS,synonyme,synonyme,false,
E23.6,Dystrophie adiposo-génitale,dystrophie adiposo-génitale,APHP_ENDOCRINOLOGIE,OFS,synonyme,synonyme,false,
Q87.8,Syndrome de Laurence -Moon-Bardet-Biedl,Syndrome de Laurence–Moon(–Bardet)–Biedl,APHP_ENDOCRINOLOGIE,OWL_ANS,synonyme,synonyme,false,
E22.8,Puberté hypophysaire précoce,"Puberté hypophysaire précoce
",APHP_ENDOCRINOLOGIE,OWL_ANS,synonyme,inclusion,true,
J84.1,Syndrome d'emphysème - fibrose pulmonaire combinés,Syndrome d'emphysème-fibrose pulmonaire combinés,APHP_GRONES,ORPHANET,synonyme,inclusion,true,
I42.8,Syndrome de Tako-Tsubo,Syndrome de Tako-Tsubo,APHP_GRONES,ORPHANET,synonyme,inclusion,true,
E74.2,Déficit en galactokinase,Déficit en galactokinase,APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
E78.6,Maladie d'Anderson,Maladie d'Anderson,APHP_METABOLISME,ORPHANET,synonyme,inclusion,true,
E72.2,Citrullinémie,Citrullinémie,APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
E83.1,Hémochromatose néonatale,Hémochromatose néonatale,APHP_METABOLISME,ORPHANET,synonyme,inclusion,true,
E71.3,Acidémie pipécolique,"Acidémie, pipécolique",APHP_METABOLISME,INDEX_CIM10_VOL3,synonyme,synonyme,false,
E72.0,Syndrome de Lowe,Syndrome de Lowe,APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
E72.5,Hyperglycinémie non cétosique,Hyperglycinémie non cétosique,APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
E75.2,Syndrome de Farber,Syndrome de Farber,APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
E75.2,Maladie de Krabbe,Maladie de Krabbe,APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
E70.3,Albinisme cutanéooculaire,Albinisme cutanéooculaire,APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
H49.8,Syndrome de Kearns et Sayre,Syndrome de Kearns et Sayre,APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
D51.2,Déficit en transcobalamine II,Déficit en transcobalamine II,APHP_METABOLISME,ORPHANET,synonyme,inclusion,true,
E75.0,Maladie de Sandhoff,Maladie de Sandhoff,APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
E78.6,Abêtalipoprotéinémie,Abêtalipoprotéinémie,APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
E78.6,Hypobêtalipoprotéinémie,Hypobêtalipoprotéinémie,APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
E72.8,Anomalies du métabolisme des acides aminés bêta,Anomalies du métabolisme des acides aminés bêta,APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
E83.0,Maladie de Wilson,Maladie de Wilson,APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
E74.1,Intolérance héréditaire au fructose,Intolérance héréditaire au fructose,APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
E71.3,Adrénoleucodystrophie néonatale,Adrénoleucodystrophie néonatale,APHP_METABOLISME,ORPHANET,synonyme,inclusion,true,
E83.0,Maladie de Menkes,Maladie de Menkes,APHP_METABOLISME,ORPHANET,synonyme,inclusion,true,
E75.2,Leucodystrophie métachromatique,Leucodystrophie métachromatique,APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
D51.8,Anomalie du transfert lysosomal de l'hydroxycobalamine [Cbl F],Anomalie du transfert lysosomal de l’hydroxycobalamine [Cbl F],APHP_METABOLISME,APHP_GRONES,synonyme,synonyme,false,
E70.1,Déficit en dihydroptéridine-réductase,Déficit en dihydroptéridine réductase,APHP_METABOLISME,ORPHANET,synonyme,inclusion,true,
D51.1,Déficit en cubuline et mégaline [Syndrome d'Imerslund-Najman-Gräsbeck],Déficit en cubuline et mégaline [syndrome d’Imerslund-Najman-Gräsbeck],APHP_METABOLISME,APHP_GRONES,synonyme,synonyme,false,
E07.1,Syndrome de Pendred,Syndrome de Pendred,APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
E75.5,Maladie de stockage des esters du cholestérol,Maladie de stockage des esters du cholestérol,APHP_METABOLISME,ORPHANET,synonyme,inclusion,true,
E75.0,Maladie de Tay-Sachs,Maladie de Tay–Sachs,APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
E83.2,Acrodermatitis enteropathica,"Acrodermatitis enteropathica
",APHP_METABOLISME,OWL_ANS,synonyme,inclusion,true,
E72.8,Déficit en prolidase,Déficit en prolidase,APHP_METABOLISME,ORPHANET,synonyme,inclusion,true,
E80.2,Porphyrie aigüe intermittente (hépatique),Porphyrie aigüe intermittente (hépatique),APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
E74.4,Déficit en pyruvate-carboxylase,Déficit en pyruvate carboxylase,APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
E71.1,Acidémie propionique,Acidémie propionique,APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
E72.2,Acidurie argininosuccinique,Acidurie argininosuccinique,APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
E74.8,Déficit en transaldolase,Déficit en transaldolase,APHP_METABOLISME,ORPHANET,synonyme,inclusion,true,
E74.4,Déficit en pyruvate-déshydrogénase,Déficit en pyruvate déshydrogénase,APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
E74.1,Déficit en fructose-1-6-diphosphatase,"Déficit en fructose-1,6-diphosphatase",APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
E72.1,Déficit isolé en sulfite-oxydase,Déficit isolé en sulfite oxydase,APHP_METABOLISME,ORPHANET,synonyme,inclusion,true,
E25.0,Déficit en 21-hydroxylase,Déficit en 21-hydroxylase,APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
E77.1,Galactosialidose,Galactosialidose,APHP_METABOLISME,ORPHANET,synonyme,inclusion,true,
E77.1,Sialidose [mucolipidose I],Sialidose [mucolipidose I],APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
E77.0,Mucolipidose III [polydystrophie de type Hurler],Mucolipidose III [polydystrophie de type Hurler],APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
E71.1,Acidémie isovalérique,Acidémie isovalérique,APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
E72.0,Maladie de Hartnup,Maladie de Hartnup,APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
E72.0,Intolérance aux protéines dibasiques avec lysinurie,Intolérance aux protéines dibasiques avec lysinurie,APHP_METABOLISME,ORPHANET,synonyme,inclusion,true,
E80.0,Porphyrie érythropoïétique congénitale,Porphyrie érythropoïétique congénitale,APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
E75.5,Cholestérose cérébrotendineuse [van Bogaert-Scherer-Epstein],Cholestérose cérébrotendineuse [van Bogaert–Scherer–Epstein],APHP_METABOLISME,OWL_ANS,synonyme,synonyme,false,
E70.2,tyrosinémie,Tyrosinémie,APHP_NEPHROLOGIE,OWL_ANS,synonyme,synonyme,false,
Q61.2,polykystose rénale autosomique dominante,Polykystose rénale autosomique dominante,APHP_NEPHROLOGIE,ORPHANET,synonyme,synonyme,false,
E26.1,hyperaldostéronisme secondaire,"Hyperaldostéronisme, secondaire",APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
D65,coagulation intra-vasculaire disséminée,Coagulation intra-vasculaire disséminée,APHP_NEPHROLOGIE,APHP_DERMATOLOGIE,synonyme,synonyme,false,
R82.1,myoglobinurie,Myoglobinurie,APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
G58.9,mononévrite SAI,Mononévrite SAI,APHP_NEPHROLOGIE,APHP_DERMATOLOGIE,synonyme,synonyme,false,
E66.9,obésité,Obésité,APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
E05.9,hyperthyroïdie SAI,"Hyperthyroïdie SAI
",APHP_NEPHROLOGIE,OWL_ANS,synonyme,inclusion,true,
M30.0,périartérite noueuse,Périartérite noueuse,APHP_NEPHROLOGIE,ORPHANET,synonyme,synonyme,false,
C90.0,myélome multiple,Myélome multiple,APHP_NEPHROLOGIE,ORPHANET,synonyme,synonyme,false,
B18.1,hépatite virale chronique B,hépatite (virale) chronique B,APHP_NEPHROLOGIE,OFS,synonyme,synonyme,false,
O14.1,prééclampsie grave,"Prééclampsie, grave",APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
M33.2,polymyosite,Polymyosite,APHP_NEPHROLOGIE,ORPHANET,synonyme,synonyme,false,
I89.8,lymphocèle,Lymphocèle,APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
B05.9,rougeole SAI,"Rougeole SAI
",APHP_NEPHROLOGIE,OWL_ANS,synonyme,inclusion,true,
E83.5,hypercalciurie idiopathique,Hypercalciurie idiopathique,APHP_NEPHROLOGIE,OWL_ANS,synonyme,synonyme,false,
N21.0,calcul vésical,Calcul vésical,APHP_NEPHROLOGIE,OWL_ANS,synonyme,synonyme,false,
O14.0,prééclampsie modérée,"Prééclampsie, modérée",APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
Q60.1,agénésie rénale bilatérale,Agénésie rénale bilatérale,APHP_NEPHROLOGIE,ORPHANET,synonyme,synonyme,false,
K27.9,ulcère gastroduodénal SAI,"ulcère gastroduodénal SAI
",APHP_NEPHROLOGIE,OWL_ANS,synonyme,inclusion,true,
E88.8,cytopathie mitochondriale,Cytopathie mitochondriale,APHP_NEPHROLOGIE,APHP_METABOLISME,synonyme,synonyme,false,
D69.0,purpura rhumatoïde,Purpura rhumatoïde,APHP_NEPHROLOGIE,ORPHANET,synonyme,inclusion,true,
E78.2,hyperlipidémie mixte,"Hyperlipidémie, mixte",APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
E26.8,Bartter (syndrome de),"Bartter, syndrome de",APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
E74.2,galactosémie,Galactosémie,APHP_NEPHROLOGIE,OWL_ANS,synonyme,synonyme,false,
E87.6,hypokaliémie,Hypokaliémie,APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
B67.9,échinococcose SAI,"Échinococcose SAI
",APHP_NEPHROLOGIE,OWL_ANS,synonyme,inclusion,true,
N20.1,calcul urétéral,"Calcul urétéral
",APHP_NEPHROLOGIE,OWL_ANS,synonyme,inclusion,true,
Q61.1,polykystose rénale autosomique récessive,Polykystose rénale autosomique récessive,APHP_NEPHROLOGIE,ORPHANET,synonyme,synonyme,false,
A27.9,leptospirose,Leptospirose,APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
B01.9,varicelle SAI,"Varicelle SAI
",APHP_NEPHROLOGIE,OWL_ANS,synonyme,inclusion,true,
F31.9,psychose maniaco-dépressive,psychose maniaco-dépressive,APHP_NEPHROLOGIE,OFS,synonyme,inclusion,true,
G81.9,hémiplégie,Hémiplégie,APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
E89.2,hypoparathyroïdie post chirurgicale,Hypoparathyroïdie post-chirurgicale,APHP_NEPHROLOGIE,APHP_ENDOCRINOLOGIE,synonyme,synonyme,false,
E79.1,Lesch-Nyhan (syndrome de),"Lesch-nyhan, syndrome de",APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
R04.8,hémorragie pulmonaire SAI,"Hémorragie pulmonaire SAI
",APHP_NEPHROLOGIE,OWL_ANS,synonyme,inclusion,true,
E72.0,Lowe (syndrome de),"Lowe, syndrome de",APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
M33.1,dermatomyosite,Dermatomyosite,APHP_NEPHROLOGIE,ORPHANET,synonyme,inclusion,true,
N41.9,prostatite SAI,"Prostatite SAI
",APHP_NEPHROLOGIE,OWL_ANS,synonyme,inclusion,true,
Q25.1,coarctation de l'aorte,Coarctation de l'aorte,APHP_NEPHROLOGIE,ORPHANET,synonyme,synonyme,false,
E74.8,hyperoxalurie primitive,Hyperoxalurie primitive,APHP_NEPHROLOGIE,ORPHANET,synonyme,inclusion,true,
H26.9,cataracte,Cataracte,APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
B26.9,oreillons SAI,Oreillons SAI,APHP_NEPHROLOGIE,OWL_ANS,synonyme,synonyme,false,
M34.9,sclérodermie,sclérodermie,APHP_NEPHROLOGIE,OFS,synonyme,inclusion,true,
N25.1,diabète insipide néphrogénique,Diabète insipide néphrogénique,APHP_NEPHROLOGIE,ORPHANET,synonyme,synonyme,false,
M31.4,Takayashu (maladie de),"Takayashu, maladie de",APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
A41.9,septicémie SAI,Septicémie SAI,APHP_NEPHROLOGIE,APHP_DERMATOLOGIE,synonyme,synonyme,false,
E72.0,cystinose,Cystinose,APHP_NEPHROLOGIE,OWL_ANS,synonyme,synonyme,false,
I60.8,hémorragie méningée,Hémorragie méningée,APHP_NEPHROLOGIE,OWL_ANS,synonyme,synonyme,false,
N04.8,syndrome néphrotique congénital,syndrome néphrotique congénital,APHP_NEPHROLOGIE,OFS,synonyme,inclusion,true,
B54,paludisme SAI,Paludisme SAI,APHP_NEPHROLOGIE,APHP_DERMATOLOGIE,synonyme,synonyme,false,
M45,spondylarthrite ankylosante,"Spondylarthrite, ankylosante",APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
A53.9,syphilis SAI,Syphilis SAI,APHP_NEPHROLOGIE,APHP_DERMATOLOGIE,synonyme,synonyme,false,
Q60.0,agénésie rénale unilatérale,Agénésie rénale unilatérale,APHP_NEPHROLOGIE,ORPHANET,synonyme,synonyme,false,
J84.9,pneumopathie interstitielle SAI,"Pneumopathie interstitielle SAI
",APHP_NEPHROLOGIE,OWL_ANS,synonyme,inclusion,true,
M31.0,Goodpasture (syndrome de),"Goodpasture, syndrome de",APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
E87.0,hypernatrémie,Hypernatrémie,APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
E87.5,hyperkaliémie,Hyperkaliémie,APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
E72.0,cystinurie,Cystinurie,APHP_NEPHROLOGIE,OWL_ANS,synonyme,synonyme,false,
N20.0,calcul coralliforme,Calcul coralliforme,APHP_NEPHROLOGIE,OWL_ANS,synonyme,synonyme,false,
E79.8,déficit en xanthine oxydase,Déficit en xanthine oxydase,APHP_NEPHROLOGIE,ORPHANET,synonyme,inclusion,true,
I26.9,embolie pulmonaire SAI,"Embolie pulmonaire SAI
",APHP_NEPHROLOGIE,OWL_ANS,synonyme,inclusion,true,
Q60.3,hypoplasie rénale unilatérale,Hypoplasie rénale unilatérale,APHP_NEPHROLOGIE,ORPHANET,synonyme,synonyme,false,
Q27.1,sténose congénitale de l'artère rénale,Sténose congénitale de l'artère rénale,APHP_NEPHROLOGIE,ORPHANET,synonyme,synonyme,false,
E21.0,hyperparathyroïdie primitive,Hyperparathyroïdie primitive,APHP_NEPHROLOGIE,APHP_DERMATOLOGIE,synonyme,synonyme,false,
E26.0,hyperaldostéronisme primaire,"Hyperaldostéronisme, primaire",APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
M31.1,purpura thrombotique thrombocytopénique,"Purpura thrombotique thrombocytopénique
",APHP_NEPHROLOGIE,OWL_ANS,synonyme,inclusion,true,
E75.2,Fabry-Anderson (maladie de),"Fabry(-anderson), maladie de",APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
N39.0,bactériurie asymptomatique,"Bactériurie, asymptomatique",APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
Q60.4,hypoplasie rénale bilatérale,Hypoplasie rénale bilatérale,APHP_NEPHROLOGIE,ORPHANET,synonyme,synonyme,false,
K92.0,hématémèse,Hématémèse,APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
D86.8,sarcoïdose,sarcoïdose,APHP_NEPHROLOGIE,OFS,synonyme,inclusion,true,
H40.9,glaucome,Glaucome,APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
N30.9,cystite SAI,Cystite SAI,APHP_NEPHROLOGIE,APHP_DERMATOLOGIE,synonyme,synonyme,false,
K92.1,mélaena,Mélaena,APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
H16.2,kératoconjonctivite,Kératoconjonctivite,APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
A41.9,choc septique,choc septique,APHP_NEPHROLOGIE,OFS,synonyme,synonyme,false,
M89.0,algodystrophie,Algodystrophie,APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
R34,anurie,Anurie,APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
Q62.3,urétérocèle congénitale,"Urétérocèle congénitale
",APHP_NEPHROLOGIE,OWL_ANS,synonyme,inclusion,true,
R40.2,coma,Coma,APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
E87.1,hyponatrémie,Hyponatrémie,APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
B02.9,zona SAI,"Zona SAI
",APHP_NEPHROLOGIE,OWL_ANS,synonyme,inclusion,true,
E83.5,hypocalcémie,Hypocalcémie,APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
Q87.2,Rubinstein-Taybi (syndrome de),"Rubinstein(-taybi), syndrome de",APHP_NEPHROLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
H35.5,rétinite pigmentaire,Rétinite pigmentaire,APHP_NEPHROLOGIE,OWL_ANS,synonyme,synonyme,false,
R57.0,choc cardiogénique,Choc cardiogénique,APHP_NEPHROLOGIE,ORPHANET,synonyme,synonyme,false,
Q13.1,Aniridie congénitale,Aniridie (congénitale),APHP_OPHTALMOLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
H50.5,Hyperphorie alternante,Hyperphorie alternante,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H52.5,Ophtalmoplégie interne (complète) (totale),Ophtalmoplégie interne (complète) (totale),APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H40.1,Glaucome pigmentaire,"Glaucome, pigmentaire",APHP_OPHTALMOLOGIE,INDEX_CIM10_VOL3,synonyme,synonyme,false,
Q10.3,Paupière surnuméraire,Paupière surnuméraire,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H25.0,Cataracte sénile polaire sous-capsulaire (antérieure)(postérieure),cataracte sénile polaire sous-capsulaire (antérieure) (postérieure),APHP_OPHTALMOLOGIE,OFS,synonyme,synonyme,false,
H00.0,Furoncle de la paupière,Furoncle de la paupière,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H16.2,Kératoconjonctivite d'exposition,Kératoconjonctivite d'exposition,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H05.3,Exostose de l'orbite,Exostose de l'orbite,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H01.1,Dermite allergique de la paupière,dermite allergique de la paupière,APHP_OPHTALMOLOGIE,OFS,synonyme,synonyme,false,
H16.1,Kératite stellaire,Kératite stellaire,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H01.1,Xérodermie de la paupière,Xérodermie de la paupière,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H53.5,Incapacité acquise de la vision des couleurs,Incapacité acquise de la vision des couleurs,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H31.3,Hémorragie choroïdienne expulsive,Hémorragie choroïdienne expulsive,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H21.1,Rubéose de l'iris,Rubéose de l'iris,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
H01.1,Dermite de contact de la paupière,dermite de contact de la paupière,APHP_OPHTALMOLOGIE,OFS,synonyme,synonyme,false,
Q13.4,Anomalie de Peter,Anomalie de Peter,APHP_OPHTALMOLOGIE,OWL_ANS,synonyme,synonyme,false,
